"Grade","Set Name","Set Type","Part Name","Part URL","Image File","Local Image Path","Sealed PDef","Unsealed PDef","Unseal Fee","Physical Defense","MP Boost","Sealed Variant Name","Sealed Variant URL","Set Bonuses"
"D Grade","Knowledge Set","Robe","Gloves Of Knowledge","https://lineage.pmfun.com/item/2447/gloves-of-knowledge.html","armor_t41_g_i00_0.png","images/armor_t41_g_i00_0.png","","","","103","239","","","+10% Matk | -5% MP Regeneration"
"D Grade","Elven Mithril Set","Robe","Mithril Tunic","https://lineage.pmfun.com/item/437/mithril-tunic.html","armor_t51_u_i00_0.png","images/armor_t51_u_i00_0.png","","","","115","274","","","+7 Speed | -1 INT | +1 WIT"
"D Grade","Elven Mithril Set","Robe","Mithril Stockings","https://lineage.pmfun.com/item/470/mithril-stockings.html","armor_t51_l_i00_0.png","images/armor_t51_l_i00_0.png","","","","115","274","","","+7 Speed | -1 INT | +1 WIT"
"D Grade","Elven Mithril Set","Robe","Elven Mithril Gloves","https://lineage.pmfun.com/item/2450/elven-mithril-gloves.html","armor_t51_g_i00_0.png","images/armor_t51_g_i00_0.png","","","","115","274","","","+7 Speed | -1 INT | +1 WIT"
"No Grade","Wooden Set","Light armor","Wooden Helmet","https://lineage.pmfun.com/item/43/wooden-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","94","0","","","+2% Pdef | +41 HP"
"No Grade","Wooden Set","Light armor","Wooden Breastplate","https://lineage.pmfun.com/item/23/wooden-breastplate.html","armor_t06_u_i00_0.png","images/armor_t06_u_i00_0.png","","","","94","0","","","+2% Pdef | +41 HP"
"No Grade","Wooden Set","Light armor","Wooden Gaiters","https://lineage.pmfun.com/item/2386/wooden-gaiters.html","armor_t06_l_i00_0.png","images/armor_t06_l_i00_0.png","","","","94","0","","","+2% Pdef | +41 HP"
"No Grade","Devotion Set","Robe","Leather Helmet","https://lineage.pmfun.com/item/44/leather-helmet.html","armor_leather_helmet_i00_0.png","images/armor_leather_helmet_i00_0.png","","","","72","109","","","+ 15 % Casting Speed"
"No Grade","Devotion Set","Robe","Tunic Of Devotion","https://lineage.pmfun.com/item/1101/tunic-of-devotion.html","armor_t55_u_i00_0.png","images/armor_t55_u_i00_0.png","","","","72","109","","","+ 15 % Casting Speed"
"No Grade","Devotion Set","Robe","Stockings Of Devotion","https://lineage.pmfun.com/item/1104/stockings-of-devotion.html","armor_t55_l_i00_0.png","images/armor_t55_l_i00_0.png","","","","72","109","","","+ 15 % Casting Speed"
