Role,ID,Name_EN,Name_RU,Level,Race,EXP,Icon
Monster,requiem_behemoth_2,"Requiem Behemoth","Чудовище Реквиема",67,Undead,11015,/skill4290.webp
Monster,alpine_buffalo_4_war_i1,"Alpen Buffalo","Горный Буйвол",67,Beast,32934,/skill4292.webp
Monster,alpine_buffalo_4_wiz_i1,"Alpen Buffalo","Горный Буйвол",67,Beast,31415,/skill4292.webp
Monster,dietrich,"Dietrich","Дейтрич",67,Undead,449,/skill4290.webp
Monster,mikhail,"Mikhail","Микаэль",67,Undead,449,/skill4290.webp
Monster,doom_archer_agit,"Doom Archer","Стрелок Судьбы",67,Undead,449,/skill4290.webp
Monster,malruk_lord_a,"Maruk Lord","Лорд Марук",68,Undead,6057,/skill4290.webp
Monster,dusk_4_5_mid_bomb,"Flame of Dark Omen","Пламя Темного Знамения",68,Construct,18473,/skill4291.webp
Monster,dawn_4_5_mid_bomb,"Flame of Dark Omen","Пламя Темного Знамения",68,Construct,18473,/skill4291.webp
Monster,malruk_lord,"Malruk Lord","Повелитель Малрук",68,Undead,29789,/skill4290.webp
Monster,pytan_knight,"Pytan Knight","Рыцарь Питан",68,Undead,16852,/skill4290.webp
Monster,hallates_inspector,"Hallate's Inspector","Инспектор Халлета",68,Demonic,25991,/skill4298.webp
Monster,platinum_tribe_archer,"Platinum Tribe Archer","Стрелок Платинового Клана",68,Angel,27541,/skill4297.webp
Monster,kel_mahum_shaman,"Kel Mahum Shaman","Псоглав Шаман",68,Angel,7669,/skill4297.webp
Monster,blade_death,"Death Agent","Агент Смерти",68,Undead,5411,/skill4290.webp
Monster,bloody_lord,"Bloody Lord","Кровавый Повелитель",68,Demonic,5630,/skill4298.webp
Monster,hallates_follower_mul,"Hallate's Follower Mul","Последователь Халлета Молох",68,Demonic,18255,/skill4298.webp
Monster,hames_orc_scout,"Hames Orc Scout","Разведчик Орков Хамес",68,Humanoid,9699,/skill4295.webp
Monster,pugatory_gargoyle,"Purgatory Gargoyle","Горгулья Чистилища",68,Construct,21151,/skill4291.webp
Monster,antelope,"Antelope","Антилопа",68,Animal,9242,/skill4293.webp
Monster,antelope_a,"Antelope","Антилопа",68,Animal,9189,/skill4293.webp
Monster,antelope_b,"Antelope","Антилопа",68,Animal,9302,/skill4293.webp
Monster,antelope_c,"Antelope","Antelope",68,Animal,3026,/skill4293.webp
Monster,valley_antelope,"Canyon Antelope ","Антилопа Каньона",68,Animal,16544,/skill4293.webp
Monster,heretic_solider,"Heathen Grunt","Воитель Язычник",68,Undead,1959,/skill4290.webp
Monster,farm_marauder_4,"Raider of Pastureland","Захватчик Пастбищ",68,Humanoid,10128,/skill4295.webp
Monster,alpine_grendel,"Alpen Grendel","Горный Грендель",68,Animal,9796,/skill4293.webp
Monster,splinter_stakato_soldier,"Splinter Stakato Soldier","Стакато Одиночка Солдат",68,Humanoid,9561,/skill4295.webp
Monster,frenzy_stakato_soldier,"Frenzy Stakato Soldier","Солдат Бешеных Стакато",68,Humanoid,9228,/skill4295.webp
Monster,bone_animator,"Bone Animator","Аниматор Костей",68,Humanoid,11177,/skill4295.webp
Monster,skull_animator,"Skull Animator","Аниматор Черепов",68,Humanoid,12224,/skill4295.webp
Monster,bone_slayer,"Bone Slayer","Костяной Убийца",68,Humanoid,14611,/skill4295.webp
Monster,devil_bat,"Devil Bat","Дьявольская Летучая Мышь",68,Animal,12528,/skill4293.webp
Monster,devil_bat_a,"Devil Bat","Дьявольская Летучая Мышь",68,Animal,9730,/skill4293.webp
Monster,requiem_lord,"Requiem Lord","Повелитель Реквиема",68,Humanoid,14446,/skill4295.webp
Monster,gludio_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,gludio_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,gludio_court_guard,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,gludio_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,gludio_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,gludio_court_guard_s,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,dion_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,dion_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,dion_court_guard,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,dion_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,dion_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,dion_court_guard_s,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,giran_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,giran_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,giran_court_guard,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,giran_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,giran_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,giran_court_guard_s,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,oren_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,oren_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,oren_court_guard,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,oren_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,oren_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,oren_court_guard_s,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,innadrile_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,innadrile_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,innadrile_court_guard,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,innadrile_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,innadrile_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,innadrile_court_guard_s,"Court Guard","Придворный Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,godad_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,godad_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,godad_court_guard,"Guard","Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,godad_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,godad_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,462,/skill4416_mercenary.webp
Monster,godad_court_guard_s,"Guard","Страж",68,Mercenary,462,/skill4416_mercenary.webp
Monster,doom_trooper_agit,"Doom Trooper ","Солдат Судьбы",68,Undead,462,/skill4290.webp
Monster,schutt_wizard,"Court Sorcerer","Придворная Волшебница",68,Mercenary,,/skill4416_mercenary.webp
Monster,schutt_cleric,"Court Sorcerer","Придворная Волшебница",68,Mercenary,,/skill4416_mercenary.webp
Monster,schutt_court_guard,"Court Guard","Придворный Страж",68,Mercenary,,/skill4416_mercenary.webp
Monster,schutt_wizard_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,,/skill4416_mercenary.webp
Monster,schutt_cleric_s,"Court Sorcerer","Придворная Волшебница",68,Mercenary,,/skill4416_mercenary.webp
Monster,schutt_court_guard_s,"Court Guard","Придворный Страж",68,Mercenary,,/skill4416_mercenary.webp
Monster,vampire_servant_agit,"Vampire Adept","Адепт Вампиров",68,Demonic,,/skill4298.webp
Monster,tamed_cougar_war,"Trained Cougar","Прирученный Кугуар",69,Beast,,/skill4292.webp
Monster,tamed_cougar_wiz,"Trained Cougar","Прирученный Кугуар",69,Beast,,/skill4292.webp
Monster,mon_tiny_cougar,"Tiny Baby Cougar","Крошечный Детеныш Кугуара",69,Beast,2276,/skill4292.webp
Monster,tnpc_tiny_cougar,"Tame Tiny Baby Cougar","Ручной Крошечный Детеныш Кугуара",69,Beast,2276,/skill4292.webp
Monster,limal_karinness_a,"Limal Karinness","Лимал Каринесс",69,Demonic,5951,/skill4298.webp
Monster,limal_karinness,"Limal Karinness","Лимал Каринесс",69,Demonic,32098,/skill4298.webp
Monster,pytan,"Pytan","Питан",69,Demonic,23881,/skill4298.webp
Monster,platinum_tribe_warrior,"Platinum Tribe Warrior","Воин Платинового Клана",69,Angel,28758,/skill4297.webp
Monster,hallates_guardian,"Hallate's Guardian","Стражник Халлета",69,Demonic,30701,/skill4298.webp
Monster,valac_creator,"Valac's Creature","Тварь Валака",69,Beast,18497,/skill4292.webp
Monster,valac_guard,"Valac's Guardian Spirit","Дух Защитник Валака",69,Demonic,17096,/skill4298.webp
Monster,marsh_predator,"Marsh Predator","Болотный Хищник",69,Bug,8268,/skill4301.webp
Monster,lilim_adviser,"Lilim Soldier","Солдат Лилим",69,Demonic,22868,/skill4298.webp
Monster,nephilim_highpriest,"Nephilim Archbishop","Архиепископ Нефилим",69,Angel,24833,/skill4297.webp
Monster,bandersnatch,"Bandersnatch","Драколов",69,Beast,9516,/skill4292.webp
Monster,bandersnatch_a,"Bandersnatch","Драколов",69,Beast,9578,/skill4292.webp
Monster,bandersnatch_b,"Bandersnatch","Драколов",69,Beast,9461,/skill4292.webp
Monster,bandersnatch_c,"Bandersnatch","Bandersnatch",69,Animal,3178,/skill4293.webp
Monster,antelope_slave,"Canyon Antelope Slave","Порабощенная Антилопа Каньона",69,Animal,17547,/skill4293.webp
Monster,heretic_knight,"Heathen Knight","Рыцарь Язычник",69,Undead,2017,/skill4290.webp
Monster,alpine_cougar_1,"Alpen Cougar","Горный Кугуар",69,Beast,3739,/skill4292.webp
Monster,alpine_cougar_2_war_a1,"Alpen Cougar","Горный Кугуар",69,Beast,9888,/skill4292.webp
Monster,alpine_cougar_2_wiz_a1,"Alpen Cougar","Горный Кугуар",69,Beast,8309,/skill4292.webp
Monster,alpine_cougar_2_war_a2,"Alpen Cougar","Горный Кугуар",69,Beast,9888,/skill4292.webp
Monster,alpine_cougar_2_wiz_a2,"Alpen Cougar","Горный Кугуар",69,Beast,8309,/skill4292.webp
Monster,alpine_cougar_2_war_i1,"Alpen Cougar","Горный Кугуар",69,Beast,9888,/skill4292.webp
Monster,alpine_cougar_2_wiz_i1,"Alpen Cougar","Горный Кугуар",69,Beast,8309,/skill4292.webp
Monster,alpine_cougar_2_war_i2,"Alpen Cougar","Горный Кугуар",69,Beast,9888,/skill4292.webp
Monster,alpine_cougar_2_wiz_i2,"Alpen Cougar","Горный Кугуар",69,Beast,8309,/skill4292.webp
Monster,alpine_cougar_3_war_a1,"Alpen Cougar","Горный Кугуар",69,Beast,20719,/skill4292.webp
Monster,alpine_cougar_3_wiz_a1,"Alpen Cougar","Горный Кугуар",69,Beast,21536,/skill4292.webp
Monster,alpine_cougar_3_war_a2,"Alpen Cougar","Горный Кугуар",69,Beast,20719,/skill4292.webp
Monster,alpine_cougar_3_wiz_a2,"Alpen Cougar","Горный Кугуар",69,Beast,19926,/skill4292.webp
Monster,alpine_cougar_3_war_i1,"Alpen Cougar","Горный Кугуар",69,Beast,20719,/skill4292.webp
Monster,alpine_cougar_3_wiz_i1,"Alpen Cougar","Горный Кугуар",69,Beast,21536,/skill4292.webp
Monster,alpine_cougar_3_war_i2,"Alpen Cougar","Горный Кугуар",69,Beast,20719,/skill4292.webp
Monster,alpine_cougar_3_wiz_i2,"Alpen Cougar","Горный Кугуар",69,Beast,19926,/skill4292.webp
Monster,alpine_cougar_4_war_a1,"Alpen Cougar","Горный Кугуар",69,Beast,34929,/skill4292.webp
Monster,alpine_cougar_4_wiz_a1,"Alpen Cougar","Горный Кугуар",69,Beast,33319,/skill4292.webp
Monster,splinter_stakato_drone,"Splinter Stakato Drone","Стакато Одиночка Трутень",69,Humanoid,10158,/skill4295.webp
Monster,restless_rebel,"Ghost of Betrayer","Призрак Предателя",69,Undead,9069,/skill4290.webp
Monster,restless_rebel_soldier,"Ghost of Rebellion Soldier","Призрак Повстанца",69,Undead,12862,/skill4290.webp
Monster,bone_sweeper,"Bone Sweeper","Костяной Чистильщик",69,Humanoid,12339,/skill4295.webp
Monster,atrox,"Atrox","Отродье",69,Bug,13747,/skill4301.webp
Monster,alpine_cougar_4_war_i1,"Alpen Cougar","Горный Кугуар",69,Beast,34929,/skill4292.webp
Monster,alpine_cougar_4_wiz_i1,"Alpen Cougar","Горный Кугуар",69,Beast,33319,/skill4292.webp
Monster,doom_warrior_agit,"Doom Warrior","Воин Судьбы",69,Undead,476,/skill4290.webp
Monster,vampire_guard_agit,"Vampire Soldier","Солдат Вампиров",69,Demonic,,/skill4298.webp
Monster,treasure_box_69,"Treasure Chest","Сундук с Сокровищами",69,Others,,/skill4416_etc.webp
Monster,mimic_69,"Treasure Chest","Сундук с Сокровищами",69,Others,5713,/skill4416_etc.webp
Monster,karik_a,"Karik","Карик",70,Demonic,6370,/skill4298.webp
Monster,dusk_4_2_heavy_trp_2,"Dark Omen Offering Berserker","Берсерк Жертва Темного Знамения",70,Humanoid,8150,/skill4295.webp
Monster,dawn_4_2_heavy_trp_2,"Dark Omen Offering Berserker","Берсерк Жертва Темного Знамения",70,Humanoid,8150,/skill4295.webp
Monster,fishing_blocker_7,"Caught Flava","Пойманный Цветок",70,Plant,8439,/skill4294.webp
Monster,karik,"Karik","Карик",70,Demonic,39507,/skill4298.webp
Monster,congerer,"Conjurer Bat ","Зачарованная Летучая Мышь",70,Animal,13368,/skill4293.webp
Monster,platinum_tribe_shaman,"Platinum Tribe Shaman","Шаман Платинового Клана",70,Angel,35291,/skill4297.webp
Monster,kel_mahum_champion,"Kel Mahum Champion","Псоглав Чемпион",70,Angel,9780,/skill4297.webp
Monster,dark_guard,"Dark Guard","Темный Страж",70,Undead,8318,/skill4290.webp
Monster,messenger_angel,"Messenger Angel","Ангел Вестник",70,Angel,,/skill4297.webp
Monster,messenger_angel_r,"Messenger Angel","Ангел Вестник",70,Angel,62784,/skill4297.webp
Monster,magus_valac,"Magus Valac","Валак",70,Demonic,20355,/skill4298.webp
Monster,lava_wyrm,"Lava Wyrm","Лавовый Змей",70,Dragon,8637,/skill4299.webp
Monster,mausoleum_highguard,"Sepulcher Guard ","Погребенный Страж",70,Undead,20845,/skill4290.webp
Monster,crypt_highguard,"Crypt Guard ","Страж Склепа",70,Undead,20845,/skill4290.webp
Monster,buffalo,"Buffalo","Буйвол",70,Beast,9794,/skill4292.webp
Monster,buffalo_a,"Buffalo","Буйвол",70,Beast,9737,/skill4292.webp
Monster,buffalo_b,"Buffalo","Буйвол",70,Beast,9857,/skill4292.webp
Monster,buffalo_c,"Buffalo","Buffalo",70,Animal,3207,/skill4293.webp
Monster,valley_bandersnatch,"Canyon Bandersnatch ","Драколов Каньона",70,Beast,26081,/skill4292.webp
Monster,splinter_stakato_drone_a,"Splinter Stakato Drone","Стакато Одиночка Трутень",70,Humanoid,9379,/skill4295.webp
Monster,needle_stakato,"Needle Stakato","Игольчатый Стакато",70,Humanoid,9867,/skill4295.webp
Monster,bone_grinder,"Bone Grinder","Дробитель Костей",70,Humanoid,15483,/skill4295.webp
Monster,bone_grinder_a,"Bone Grinder","Дробитель Костей",70,Humanoid,8723,/skill4295.webp
Monster,guillotine_spirit,"Ghost of Guillotine ","Призрак Гильотины",70,Construct,11220,/skill4291.webp
Monster,guillotine_spirit_a,"Ghost of Guillotine ","Призрак Гильотины",70,Construct,9835,/skill4291.webp
Monster,requiem_behemoth_3,"Requiem Behemoth","Чудовище Реквиема",70,Undead,10827,/skill4290.webp
Monster,requiem_behemoth_4,"Requiem Behemoth","Чудовище Реквиема",70,Undead,12879,/skill4290.webp
Monster,r40_invader_soldier_a,"Dark Omen Invader Soldier","Солдат Захватчиков Темного Знамения",70,Undead,23802,/skill4290.webp
Monster,r41_invader_priest,"Dark Omen Invader Priest","Жрец Захватчиков Темного Знамения",70,Undead,16457,/skill4290.webp
Monster,r42_invader_martyr,"Dark Omen Invader Martyrs","Мученик Захватчиков Темного Знамения",70,Undead,16629,/skill4290.webp
Monster,r43_invader_soldier_c,"Dark Omen Invader Soldier","Солдат Захватчиков Темного Знамения",70,Undead,17506,/skill4290.webp
Monster,r45_invader_elite_e,"Dark Omen Invader Elite Soldier","Элитный Солдат Захватчиков Темного Знамения",70,Undead,4233,/skill4290.webp
Monster,r46_invader_elite_f,"Dark Omen Invader Elite Soldier","Элитный Солдат Захватчиков Темного Знамения",70,Undead,38046,/skill4290.webp
Monster,r47_invader_elite_h,"Dark Omen Invader Elite Soldier","Элитный Солдат Захватчиков Темного Знамения",70,Undead,37509,/skill4290.webp
Monster,radiant_constrainer,"Restrainer of Glory","Защитник Славы",70,Angel,,/skill4297.webp
Monster,el_lord_chamber_ghost,"Ghost Chamberlain of Elmoreden","Призрак Казначея Эльморедена",70,Human,,/skill4416_human.webp
Monster,el_chamber_ghost,"Ghost Chamberlain of Elmoreden","Призрак Казначея Эльморедена",70,Human,,/skill4416_human.webp
Monster,conquerors_keeper,"Conquerors' Sepulcher Manager","Управляющий Гробницы Завоевателей",70,Construct,,/skill4291.webp
Monster,lords_keeper,"Emperors' Sepulcher Manager","Управляющий Гробницы Императора",70,Construct,,/skill4291.webp
Monster,savants_keeper,"Great Sages' Sepulcher Manager","Управляющий Гробницы Великих Мудрецов",70,Construct,,/skill4291.webp
Monster,magistrates_keeper,"Judges' Sepulcher Manager","Управляющий Гробницы Судей",70,Construct,,/skill4291.webp
Monster,conq_barons_lock,"Baron's Hall Gatekeeper","Хранитель Портала Зала Баронов",70,Construct,,/skill4291.webp
Monster,conq_viscounts_lock,"Viscount's Hall Gatekeeper","Хранитель Портала Зала Виконтов",70,Construct,,/skill4291.webp
Monster,conq_counts_lock,"Count's Hall Gatekeeper","Хранитель Портала Зала Графов",70,Construct,,/skill4291.webp
Monster,conq_marquis_lock,"Marquis' Hall Gatekeeper","Хранитель Портала Зала Маркизов",70,Construct,,/skill4291.webp
Monster,conq_dukes_lock,"Duke's Hall Gatekeeper","Хранитель Портала Зала Герцогов",70,Construct,,/skill4291.webp
Monster,lords_barons_lock,"Baron's Hall Gatekeeper","Хранитель Портала Зала Баронов",70,Construct,,/skill4291.webp
Monster,lords_viscounts_lock,"Viscount's Hall Gatekeeper","Хранитель Портала Зала Виконтов",70,Construct,,/skill4291.webp
Monster,lords_counts_lock,"Count's Hall Gatekeeper","Хранитель Портала Зала Графов",70,Construct,,/skill4291.webp
Monster,lords_marquis_lock,"Marquis' Hall Gatekeeper","Хранитель Портала Зала Маркизов",70,Construct,,/skill4291.webp
Monster,lords_dukes_lock,"Duke's Hall Gatekeeper","Хранитель Портала Зала Герцогов",70,Construct,,/skill4291.webp
Monster,sav_barons_lock,"Baron's Hall Gatekeeper","Хранитель Портала Зала Баронов",70,Construct,,/skill4291.webp
Monster,sav_viscounts_lock,"Viscount's Hall Gatekeeper","Хранитель Портала Зала Виконтов",70,Construct,,/skill4291.webp
Monster,sav_counts_lock,"Count's Hall Gatekeeper","Хранитель Портала Зала Графов",70,Construct,,/skill4291.webp
Monster,sav_marquis_lock,"Marquis' Hall Gatekeeper","Хранитель Портала Зала Маркизов",70,Construct,,/skill4291.webp
Monster,sav_dukes_lock,"Duke's Hall Gatekeeper","Хранитель Портала Зала Герцогов",70,Construct,,/skill4291.webp
Monster,mag_barons_lock,"Baron's Hall Gatekeeper","Хранитель Портала Зала Баронов",70,Construct,,/skill4291.webp
Monster,mag_viscounts_lock,"Viscount's Hall Gatekeeper","Хранитель Портала Зала Виконтов",70,Construct,,/skill4291.webp
Monster,mag_counts_lock,"Count's Hall Gatekeeper","Хранитель Портала Зала Графов",70,Construct,,/skill4291.webp
Monster,mag_marquis_lock,"Marquis' Hall Gatekeeper","Хранитель Портала Зала Маркизов",70,Construct,,/skill4291.webp
Monster,mag_dukes_lock,"Duke's Hall Gatekeeper","Хранитель Портала Зала Герцогов",70,Construct,,/skill4291.webp
Monster,altar_object_01,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_02,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_03,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_04,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_05,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_06,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_07,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_08,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_09,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_10,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,altar_object_11_rboss,"Triol's Revelation","Откровение Тироля",70,Others,,/skill4416_etc.webp
Monster,elite_merc_sword_fix,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_pole_fix,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_bow_fix,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_cleric_fix,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_wizard_fix,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_sword_move,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_pole_move,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_bow_move,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_cleric_move,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,elite_merc_wizard_move,"Elite Mercenary Guild Member","Член Гильдии Элитных Наемников",70,Mercenary,490,/skill4416_mercenary.webp
Monster,gludio_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,gludio_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,dion_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,dion_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,giran_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,giran_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,oren_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,oren_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,innadrile_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,innadrile_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,godad_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,godad_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,490,/skill4416_mercenary.webp
Monster,gustav,"Gustav","Густав",70,Undead,490,/skill4290.webp
Monster,doom_knight_agit,"Doom Knight","Рыцарь Судьбы",70,Undead,490,/skill4290.webp
Monster,schutt_knight,"Royal Knight","Королевский Рыцарь",70,Mercenary,,/skill4416_mercenary.webp
Monster,schutt_knight_s,"Royal Knight","Королевский Рыцарь",70,Mercenary,,/skill4416_mercenary.webp
Monster,vampire_archer_agit,"Vampire Caster","Заклинатель Вампиров",70,Demonic,,/skill4298.webp
Monster,vampire_archer_agit_p,"Vampire Caster","Вампир Заклинатель",70,Demonic,,/skill4298.webp
Monster,r44_invader_mimic,"Dark Omen Invader Food","Сундук Захватчиков Темного Знамения",70,Others,7127,/skill4416_etc.webp
Monster,platinum_tribe_lord,"Platinum Tribe Overlord","Владыка Платинового Клана",71,Angel,50697,/skill4297.webp
Monster,plat_protect_archer,"Platinum Guardian Archer","Стрелок Платиновых Стражей",71,Angel,38444,/skill4297.webp
Monster,bloody_sniper,"Bloody Sniper","Кровавый Снайпер",71,Demonic,33449,/skill4298.webp
Monster,hames_orc_footman,"Hames Orc Footman","Пехотинец Орков Хамес",71,Humanoid,10470,/skill4295.webp
Monster,pugatory_liviona,"Purgatory Liviona","Лик Чистилища",71,Construct,21874,/skill4291.webp
Monster,grendel,"Grendel","Грендель",71,Animal,10076,/skill4293.webp
Monster,grendel_a,"Grendel","Грендель",71,Animal,10017,/skill4293.webp
Monster,grendel_b,"Grendel","Грендель",71,Animal,10141,/skill4293.webp
Monster,grendel_c,"Grendel","Grendel",71,Animal,3365,/skill4293.webp
Monster,bandersnatch_slave,"Canyon Bandersnatch Slave","Порабощенный Драколов Каньона",71,Beast,26191,/skill4292.webp
Monster,binding_eye,"Eye of Restrainer ","Гипнотический Глаз",71,Construct,16857,/skill4291.webp
Monster,needle_stakato_worker,"Needle Stakato Walker","Рабочий Игольчатых Стакато",71,Humanoid,9134,/skill4295.webp
Monster,behemoth_zombie,"Behemoth Zombie","Чудовищный Зомби",71,Undead,12370,/skill4290.webp
Monster,restless_rebel_leader,"Ghost of Rebellion Leader","Призрак Главаря Повстанцев",71,Undead,13012,/skill4290.webp
Monster,bone_caster,"Bone Caster","Заклинатель Костей",71,Humanoid,12185,/skill4295.webp
Monster,bone_puppeteer,"Bone Puppeteer","Костяной Кукловод",71,Humanoid,13326,/skill4295.webp
Monster,vampire_soldier,"Vampire Soldier","Солдат Вампиров",71,Demonic,14270,/skill4298.webp
Monster,requiem_priest,"Requiem Priest","Жрец Реквиема",71,Humanoid,15301,/skill4295.webp
Monster,aden_spear_guard_e,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
Monster,aden_sword_guard_e,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
Monster,aden_bow_guard_e,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
Monster,aden_spear_guard_de,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
Monster,aden_sword_guard_de,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
Monster,aden_bow_guard_de,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
Monster,aden_spear_guard_hu,"Guard","Страж",71,Mercenary,504,/skill4416_mercenary.webp
