Category,Subtype,ID,Name_EN,Name_RU,Grade,PAtk,MAtk,PDef,MDef,Icon,Description_EN
armors,heavy_armor,15746,"Sealed Vorpal Breastplate","Запечатанная Кираса Верпеса",S84,,,249,,/armor_t94_u_i02.webp,"Sealed Vorpal Breastplate. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,heavy_armor,15729,"Sealed Elegia Breastplate","Запечатанная Кираса Элегии",S84,,,257,,/armor_t91_u_i02.webp,"Sealed Elegia Breastplate. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,heavy_armor,14108,"Sealed Vesper Gaiters","Запечатанные Набедренники Венеры",S84,,,148,,/armor_t94_l_i02.webp,"Sealed Vesper Gaiters. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,heavy_armor,17009,"Sealed Vesper Noble Gaiters","Запечатанные Красивые Набедренники Венеры",S84,,,148,,/armor_t94_l_i02.webp,"Sealed Vesper Noble Gaiter. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,heavy_armor,15749,"Sealed Vorpal Gaiter","Запечатанные Набедренники Верпеса",S84,,,156,,/armor_t94_l_i02.webp,"Sealed Vorpal Gaiters. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,heavy_armor,15732,"Sealed Elegia Gaiter","Запечатанные Набедренники Элегии",S84,,,161,,/armor_t91_l_i02.webp,"Sealed Elegia Gaiters. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,1147,"Squire's Pants","Бриджи Оруженосца",NG,,,20,,/armor_t01_l_i00.webp,"No description for this item"
armors,light_armor,28,"Pants","Бриджи",NG,,,22,,/armor_t02_l_i00.webp,"No description for this item"
armors,light_armor,29,"Leather Pants","Кожаные Бриджи",NG,,,27,,/armor_t04_l_i00.webp,"No description for this item"
armors,light_armor,2386,"Wooden Gaiters","Деревянные Набедренники",NG,,,29,,/armor_t06_l_i00.webp,"No description for this item"
armors,light_armor,30,"Hard Leather Pants","Бриджи из Толстой Кожи",NG,,,29,,/armor_t06_l_i00.webp,"No description for this item"
armors,light_armor,412,"Cotton Pants","Хлопковые Бриджи",NG,,,32,,/armor_t07_l_i00.webp,"No description for this item"
armors,light_armor,31,"Bone Gaiters","Костяные Набедренники",NG,,,32,,/armor_t32_l_i00.webp,"No description for this item"
armors,light_armor,33,"Hard Leather Gaiters","Набедренники из Толстой Кожи",NG,,,33,,/armor_t30_l_i00.webp,"No description for this item"
armors,light_armor,1146,"Squire's Shirt","Рубаха Оруженосца",NG,,,33,,/armor_t01_u_i00.webp,"No description for this item"
armors,light_armor,21,"Shirt","Рубаха",NG,,,36,,/armor_t02_u_i00.webp,"No description for this item"
armors,light_armor,22,"Leather Shirt","Кожаная Рубаха",NG,,,43,,/armor_t04_u_i00.webp,"No description for this item"
armors,light_armor,23,"Wooden Breastplate","Деревянная Кираса",NG,,,47,,/armor_t06_u_i00.webp,"No description for this item"
armors,light_armor,24,"Bone Breastplate","Костяная Кираса",NG,,,50,,/armor_t32_u_i00.webp,"No description for this item"
armors,light_armor,390,"Cotton Shirt","Хлопковая Рубаха",NG,,,50,,/armor_t07_u_i00.webp,"No description for this item"
armors,light_armor,27,"Hard Leather Shirt","Рубаха из Толстой Кожи",NG,,,53,,/armor_t30_u_i00.webp,"No description for this item"
armors,light_armor,413,"Puma Skin Gaiters","Набедренники из Шкуры Пумы",D,,,36,,/armor_t09_l_i00.webp,"No description for this item"
armors,light_armor,414,"Lion Skin Gaiters","Набедренники из Шкуры Льва",D,,,41,,/armor_t18_l_i00.webp,"No description for this item"
armors,light_armor,415,"Mithril Banded Gaiters","Усиленные Мифрилом Набедренники",D,,,46,,/armor_t10_l_i00.webp,"No description for this item"
armors,light_armor,416,"Reinforced Leather Gaiters","Укрепленные Кожаные Набедренники",D,,,46,,/armor_t13_l_i00.webp,"No description for this item"
armors,light_armor,417,"Manticore Skin Gaiters","Набедренники из Шкуры Мантикоры",D,,,48,,/armor_t42_l_i00.webp,"No description for this item"
armors,light_armor,391,"Puma Skin Shirt","Рубаха из Шкуры Пумы",D,,,58,,/armor_t09_u_i00.webp,"No description for this item"
armors,light_armor,392,"Lion Skin Shirt","Рубаха из Шкуры Льва",D,,,65,,/armor_t18_u_i00.webp,"No description for this item"
armors,light_armor,393,"Mithril Banded Mail","Усиленная Мифрилом Броня",D,,,73,,/armor_t10_u_i00.webp,"No description for this item"
armors,light_armor,394,"Reinforced Leather Shirt","Укрепленная Кожаная Рубаха",D,,,73,,/armor_t13_u_i00.webp,"No description for this item"
armors,light_armor,395,"Manticore Skin Shirt","Рубаха из Шкуры Мантикоры",D,,,77,,/armor_t42_u_i00.webp,"No description for this item"
armors,light_armor,7854,"Clan Oath Brigandine","Панцирь Клятвы",D,,,119,,/armor_t1002_ul_i00.webp,"Full body armor."
armors,light_armor,396,"Salamander Skin Mail","Рубаха из Кожи Саламандры",D,,,136,,/armor_t45_ul_i00.webp,"One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this."
armors,light_armor,2387,"Tempered Mithril Gaiters","Укрепленные Мифриловые Набедренники",C,,,56,,/armor_t47_l_i00.webp,"No description for this item"
armors,light_armor,418,"Plated Leather Gaiters","Латные Кожаные Набедренники",C,,,59,,/armor_t47_l_i00.webp,"No description for this item"
armors,light_armor,419,"Rind Leather Gaiters","Набедренники из Грубой Кожи",C,,,60,,/armor_t49_l_i00.webp,"No description for this item"
armors,light_armor,420,"Theca Leather Gaiters","Кожаные Набедренники Тека",C,,,66,,/armor_t63_l_i00.webp,"No description for this item"
armors,light_armor,397,"Mithril Shirt","Укрепленная Мифриловая Рубаха",C,,,90,,/armor_t47_u_i00.webp,"No description for this item"
armors,light_armor,398,"Plated Leather","Латный Кожаный Доспех",C,,,94,,/armor_t47_u_i00.webp,"No description for this item"
armors,light_armor,399,"Rind Leather Armor","Доспех из Грубой Кожи",C,,,97,,/armor_t49_u_i00.webp,"No description for this item"
armors,light_armor,400,"Theca Leather Armor","Кожаный Доспех Тека",C,,,106,,/armor_t63_u_i00.webp,"No description for this item"
armors,light_armor,401,"Drake Leather Armor","Кожаный Доспех Дрейка",C,,,179,,/armor_t21_ul_i00.webp,"Full body armor."
armors,light_armor,2388,"Zubei's Leather Gaiters","Кожаные Набедренники Зубея",B,,,73,,/armor_t65_l_i00.webp,"No description for this item"
armors,light_armor,2384,"Zubei's Leather Shirt","Кожаная Рубаха Зубея",B,,,117,,/armor_t65_u_i00.webp,"No description for this item"
armors,light_armor,2390,"Avadon Leather Armor","Кожаный Доспех Авадона",B,,,191,,/armor_t67_ul_i00.webp,"Full body armor."
armors,light_armor,2391,"Blue Wolf Leather Armor","Кожаный Доспех Синего Волка",B,,,202,,/armor_t69_ul_i00.webp,"Full body armor."
armors,light_armor,2392,"Leather Armor of Doom","Кожаный Доспех Рока",B,,,202,,/armor_t72_ul_i00.webp,"Full body armor."
armors,light_armor,5298,"Sealed Dark Crystal Leggings","Запечатанные Поножи Кристалла Тьмы",A,,,80,,/armor_t75_l_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,light_armor,5297,"Sealed Dark Crystal Leather Armor","Запечатанный Кожаный Доспех Кристалла Тьмы",A,,,128,,/armor_t75_u_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,light_armor,5301,"Sealed Tallum Leather Armor","Запечатанный Кожаный Доспех Таллума",A,,,209,,/armor_t78_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,light_armor,7874,"Sealed Apella Brigandine","Запечатанный Панцирь Апеллы",A,,,209,,/armor_t1005_ul_i02.webp,"May be worn by a Baron or a higher level Aristocrat. It can be opened with the help of the Blacksmith of Mammon."
armors,light_armor,5320,"Sealed Leather Armor of Nightmare","Запечатанный Кожаный Доспех Кошмаров",A,,,220,,/armor_t81_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,light_armor,5323,"Sealed Majestic Leather Armor","Запечатанный Кожаный Доспех Величия",A,,,220,,/armor_t84_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,light_armor,6680,"Sealed Draconic Leather Armor","Запечатанный Доспех из Драконьей Кожи",S,,,236,,/armor_t89_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,light_armor,9519,"Sealed Dynasty Leather Armor","Запечатанный Кожаный Доспех Династии",S80,,,161,,/armor_t92_u_i02.webp,"Sealed Dynasty Leather Armor. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,15698,"Sealed Moirai Leather Breastplate","Запечатанная Кожаная Кираса Дестино",S80,,,169,,/armor_t95_u_i02.webp,"Sealed Moirai Leather Gaiters. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,9520,"Sealed Dynasty Leather Leggings","Запечатанные Кожаные Поножи Династии",S80,,,100,,/armor_t92_l_i02.webp,"Sealed Dynasty Leather Legging. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,15701,"Sealed Moirai Leather Legging","Запечатанные Кожаные Брюки Дестино",S80,,,105,,/armor_t95_l_i02.webp,"Sealed Moirai Leather Leggings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,14112,"Sealed Vesper Leather Leggings","Запечатанные Кожаные Брюки Венеры",S84,,,111,,/armor_t95_l_i02.webp,"Sealed Vesper Leather Leggings. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,17012,"Sealed Vesper Noble Leather Leggings","Запечатанные Красивые Кожаные Брюки Венеры",S84,,,111,,/armor_t95_l_i02.webp,"Sealed Vesper Noble Leather Legging. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,15750,"Sealed Vorpal Leather Legging","Запечатанные Кожаные Брюки Верпеса",S84,,,117,,/armor_t95_l_i02.webp,"Sealed Vorpal Leather Leggings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,15733,"Sealed Elegia Leather Legging","Запечатанные Кожаные Брюки Элегии",S84,,,121,,/armor_t92_l_i02.webp,"Sealed Elegia Leather Leggings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,14106,"Sealed Vesper Leather Breastplate","Запечатанная Кожаная Кираса Венеры",S84,,,177,,/armor_t95_u_i02.webp,"Sealed Vesper Leather Breastplate. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,17007,"Sealed Vesper Noble Leather Breastplate","Запечатанная Красивая Кожаная Кираса Венеры",S84,,,177,,/armor_t95_u_i02.webp,"Sealed Vesper Noble Leather Breastplate. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,15747,"Sealed Vorpal Leather Breastplate","Запечатанная Кожаная Кираса Верпеса",S84,,,187,,/armor_t95_u_i02.webp,"Sealed Vorpal Leather Breastplate. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,light_armor,15730,"Sealed Elegia Leather Breastplate","Запечатанная Кожаная Кираса Элегии",S84,,,193,,/armor_t92_u_i02.webp,"Sealed Elegia Leather Breastplate. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,6408,"Formal Wear","Свадебный Наряд",NG,,,,,/armor_t2000_ul_i00.webp,"Formal wear appears as a wedding dress for female characters and as a tuxedo for male characters."
armors,magic_armor,461,"Apprentice's Stockings","Штаны Ученика",NG,,,10,,/armor_t01_l_i00.webp,"No description for this item"
armors,magic_armor,462,"Stockings","Штаны",NG,,,11,,/armor_t03_l_i00.webp,"No description for this item"
armors,magic_armor,463,"Feriotic Stockings","Ферритовые Штаны",NG,,,13,,/armor_t52_l_i00.webp,"No description for this item"
armors,magic_armor,1103,"Cotton Stockings","Хлопковые Штаны",NG,,,13,,/armor_t50_l_i00.webp,"A pair of pants made of tough cotton."
armors,magic_armor,464,"Leather Stockings","Кожаные Штаны",NG,,,16,,/armor_t05_l_i00.webp,"No description for this item"
armors,magic_armor,425,"Apprentice's Tunic","Туника Ученика",NG,,,17,,/armor_t01_u_i00.webp,"No description for this item"
armors,magic_armor,426,"Tunic","Туника",NG,,,18,,/armor_t03_u_i00.webp,"No description for this item"
armors,magic_armor,1104,"Stockings of Devotion","Штаны Преданности",NG,,,19,,/armor_t55_l_i00.webp,"Part of the devotion set."
armors,magic_armor,1105,"Stockings of Magic","Штаны Мага",NG,,,21,,/armor_t58_l_i00.webp,"A pair of pants, comfortably designed for mages."
armors,magic_armor,1100,"Cotton Tunic","Хлопковая Туника",NG,,,21,,/armor_t50_u_i00.webp,"A tunic made of tough cotton."
armors,magic_armor,428,"Feriotic Tunic","Ферритовая Туника",NG,,,21,,/armor_t52_u_i00.webp,"No description for this item"
armors,magic_armor,429,"Leather Tunic","Кожаная Туника",NG,,,25,,/armor_t05_u_i00.webp,"No description for this item"
armors,magic_armor,1101,"Tunic of Devotion","Туника Преданности",NG,,,30,,/armor_t55_u_i00.webp,"No description for this item"
armors,magic_armor,1102,"Tunic of Magic","Туника Мага",NG,,,34,,/armor_t58_u_i00.webp,"A tunic, comfortably designed for mages."
armors,magic_armor,465,"Cursed Stockings","Проклятые Штаны",D,,,24,,/armor_t14_l_i00.webp,"No description for this item"
armors,magic_armor,466,"Elven Stockings","Штаны Эльфов",D,,,27,,/armor_t11_l_i00.webp,"No description for this item"
armors,magic_armor,467,"Dark Stockings","Темные Штаны",D,,,27,,/armor_t16_l_i00.webp,"No description for this item"
armors,magic_armor,468,"Mystic's Stockings","Штаны Мистика",D,,,27,,/armor_t17_l_i00.webp,"No description for this item"
armors,magic_armor,469,"Stockings of Knowledge","Штаны Знаний",D,,,30,,/armor_t41_l_i00.webp,"No description for this item"
armors,magic_armor,470,"Mithril Stockings","Мифриловые Штаны",D,,,32,,/armor_t51_l_i00.webp,"No description for this item"
armors,magic_armor,432,"Cursed Tunic","Проклятая Туника",D,,,39,,/armor_t14_u_i00.webp,"No description for this item"
armors,magic_armor,435,"Mystic's Tunic","Туника Мистика",D,,,43,,/armor_t17_u_i00.webp,"No description for this item"
armors,magic_armor,433,"Elven Tunic","Туника Эльфов",D,,,43,,/armor_t11_u_i00.webp,"No description for this item"
armors,magic_armor,434,"White Tunic","Белая Туника",D,,,43,,/armor_t16_u_i00.webp,"No description for this item"
armors,magic_armor,436,"Tunic of Knowledge","Туника Знаний",D,,,49,,/armor_t41_u_i00.webp,"No description for this item"
armors,magic_armor,437,"Mithril Tunic","Мифриловая Туника",D,,,52,,/armor_t51_u_i00.webp,"No description for this item"
armors,magic_armor,7857,"Clan Oath Aketon","Накидка Клятвы",D,,,79,,/armor_t1003_ul_i00.webp,"Full body armor."
armors,magic_armor,438,"Sage's Rag","Накидка Мудреца",D,,,90,,/armor_t44_ul_i00.webp,"One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this."
armors,magic_armor,471,"Karmian Stockings","Штаны Кармиана",C,,,37,,/armor_t53_l_i00.webp,"No description for this item"
armors,magic_armor,472,"Demon's Stockings","Штаны Демона",C,,,43,,/armor_t54_l_i00.webp,"No description for this item"
armors,magic_armor,473,"Divine Stockings","Штаны Божества",C,,,46,,/armor_t57_l_i00.webp,"No description for this item"
armors,magic_armor,439,"Karmian Tunic","Туника Кармиана",C,,,60,,/armor_t53_u_i00.webp,"No description for this item"
armors,magic_armor,441,"Demon's Tunic","Туника Демона",C,,,69,,/armor_t54_u_i00.webp,"No description for this item"
armors,magic_armor,442,"Divine Tunic","Туника Божества",C,,,74,,/armor_t57_u_i00.webp,"No description for this item"
armors,magic_armor,440,"Robe of Seal","Мантия Печати",C,,,105,,/armor_t44_ul_i00.webp,"One-piece upper and lower body armor. Additional lower body armor cannot be worn while wearing this."
armors,magic_armor,2402,"Stockings of Zubei","Штаны Зубея",B,,,49,,/armor_t56_l_i00.webp,"No description for this item"
armors,magic_armor,2403,"Blue Wolf Stockings","Штаны Синего Волка",B,,,52,,/armor_t70_l_i00.webp,"No description for this item"
armors,magic_armor,2404,"Stockings of Doom","Штаны Рока",B,,,52,,/armor_t73_l_i00.webp,"No description for this item"
armors,magic_armor,2397,"Tunic of Zubei","Туника Зубея",B,,,78,,/armor_t56_u_i00.webp,"No description for this item"
armors,magic_armor,2398,"Blue Wolf Tunic","Туника Синего Волка",B,,,83,,/armor_t70_u_i00.webp,"No description for this item"
armors,magic_armor,2399,"Tunic of Doom","Туника Рока",B,,,83,,/armor_t73_u_i00.webp,"No description for this item"
armors,magic_armor,2406,"Avadon Robe","Мантия Авадона",B,,,127,,/armor_t59_ul_i00.webp,"Full body armor."
armors,magic_armor,5305,"Sealed Tallum Stockings","Запечатанные Штаны Таллума",A,,,53,,/armor_t79_l_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,magic_armor,5304,"Sealed Tallum Tunic","Запечатанная Туника Таллума",A,,,86,,/armor_t79_u_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,magic_armor,5308,"Sealed Dark Crystal Robe","Запечатанная Мантия Кристалла Тьмы",A,,,139,,/armor_t76_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,magic_armor,7877,"Sealed Apella Doublet","Запечатанная Накидка Апеллы",A,,,139,,/armor_t1006_ul_i02.webp,"May be worn by a Baron or a higher level Aristocrat. It can be opened with the help of the Blacksmith of Mammon."
armors,magic_armor,5326,"Sealed Nightmare Robe","Запечатанная Мантия Кошмаров",A,,,147,,/armor_t82_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,magic_armor,5329,"Sealed Majestic Robe","Запечатанная Мантия Величия",A,,,147,,/armor_t85_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,magic_armor,6684,"Sealed Major Arcana Robe","Запечатанная Мантия Тайн",S,,,157,,/armor_t90_ul_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,magic_armor,9525,"Sealed Dynasty Stockings","Запечатанные Штаны Династии",S80,,,67,,/armor_t93_l_i02.webp,"Sealed Dynasty Stockings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,15702,"Sealed Moirai Stockings","Запечатанные Штаны Дестино",S80,,,70,,/armor_t96_l_i02.webp,"Sealed Moirai Stockings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,9524,"Sealed Dynasty Tunic","Запечатанная Туника Династии",S80,,,107,,/armor_t93_u_i02.webp,"Sealed Dynasty Tunic. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,15699,"Sealed Moirai Tunic","Запечатанная Туника Дестино",S80,,,112,,/armor_t96_u_i02.webp,"Sealed Moirai Tunic. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,17015,"Sealed Vesper Noble Stockings","Запечатанные Красивые Штаны Венеры",S84,,,74,,/armor_t96_l_i02.webp,"Sealed Vesper Noble Stockings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,14115,"Sealed Vesper Stockings","Запечатанные Штаны Венеры",S84,,,74,,/armor_t96_l_i02.webp,"Sealed Vesper Stockings. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,15751,"Sealed Vorpal Stockings","Запечатанные Штаны Верпеса",S84,,,78,,/armor_t96_l_i02.webp,"Sealed Vorpal Stockings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,15734,"Sealed Elegia Stockings","Запечатанные Штаны Элегии",S84,,,80,,/armor_t93_l_i02.webp,"Sealed Elegia Stockings. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,17008,"Sealed Vesper Noble Tunic","Запечатанная Красивая Туника Венеры",S84,,,118,,/armor_t96_u_i02.webp,"Sealed Vesper Noble Tunic. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,14107,"Sealed Vesper Tunic","Запечатанная Туника Венеры",S84,,,118,,/armor_t96_u_i02.webp,"Sealed Vesper Tunic. Seal can be removed by the blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,15748,"Sealed Vorpal Tunic","Запечатанная Туника Верпеса",S84,,,124,,/armor_t96_u_i02.webp,"Sealed Vorpal Tunic. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,magic_armor,15731,"Sealed Elegia Tunic","Запечатанная Туника Элегии",S84,,,129,,/armor_t93_u_i02.webp,"Sealed Elegia Tunic. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,48,"Short Gloves","Короткие Перчатки",NG,,,9,,/armor_t02_g_i00.webp,"No description for this item"
armors,gloves,1119,"Short Leather Gloves","Короткие Кожаные Перчатки",NG,,,11,,/armor_t04_g_i00.webp,"No description for this item"
armors,gloves,49,"Gloves","Перчатки",NG,,,13,,/armor_t06_g_i00.webp,"No description for this item"
armors,gloves,50,"Leather Gloves","Кожаные Перчатки",NG,,,15,,/armor_t32_g_i00.webp,"No description for this item"
armors,gloves,51,"Bracer","Наручи",NG,,,17,,/armor_t30_g_i00.webp,"No description for this item"
armors,gloves,604,"Crafted Leather Gloves","Перчатки Выделанной Кожи",D,,,19,,/armor_t09_g_i00.webp,"No description for this item"
armors,gloves,605,"Leather Gauntlets","Кожаные Рукавицы",D,,,22,,/armor_t18_g_i00.webp,"No description for this item"
armors,gloves,7855,"Clan Oath Leather Gloves Light Armor","Кожаные Перчатки Клятвы Легкий",D,,,24,,/armor_t1002_g_i00.webp,"No description for this item"
armors,gloves,7858,"Clan Oath Padded Gloves Robe","Пластинчатые Перчатки Клятвы Магический",D,,,24,,/armor_t1003_g_i00.webp,"No description for this item"
armors,gloves,63,"Gauntlets","Рукавицы",D,,,24,,/armor_t10_g_i00.webp,"No description for this item"
armors,gloves,2446,"Reinforced Leather Gloves","Укрепленные Кожаные Перчатки",D,,,24,,/armor_t13_g_i00.webp,"No description for this item"
armors,gloves,7852,"Clan Oath Gauntlets Heavy Armor","Рукавицы Клятвы Тяжелый",D,,,24,,/armor_t1001_g_i00.webp,"No description for this item"
armors,gloves,2447,"Gloves of Knowledge","Перчатки Знания",D,,,24,,/armor_t41_g_i00.webp,"No description for this item"
armors,gloves,2449,"Brigandine Gauntlets","Панцирные Рукавицы",D,,,27,,/armor_t43_g_i00.webp,"No description for this item"
armors,gloves,606,"Rip Gauntlets","Рваные Рукавицы",D,,,27,,/armor_t40_g_i00.webp,"No description for this item"
armors,gloves,2448,"Manticore Skin Gloves","Перчатки из Шкуры Мантикоры",D,,,27,,/armor_t42_g_i00.webp,"No description for this item"
armors,gloves,2450,"Elven Mithril Gloves","Мифриловые Перчатки Эльфов",D,,,27,,/armor_t51_g_i00.webp,"No description for this item"
armors,gloves,2451,"Sage's Worn Gloves","Потрепанные Перчатки Мудреца",D,,,29,,/armor_t44_g_i00.webp,"No description for this item"
armors,gloves,61,"Mithril Gloves","Мифриловые Перчатки",D,,,29,,/armor_t46_g_i00.webp,"No description for this item"
armors,gloves,607,"Ogre Power Gauntlets","Рукавицы Огра",D,,,29,,/armor_t45_g_i00.webp,"No description for this item"
armors,gloves,2452,"Reinforced Mithril Gloves","Укрепленные Мифриловые Перчатки",C,,,32,,/armor_t47_g_i00.webp,"No description for this item"
armors,gloves,2453,"Chain Gloves","Кольчужные Перчатки",C,,,32,,/armor_t48_g_i00.webp,"No description for this item"
armors,gloves,2454,"Karmian Gloves","Перчатки Кармиана",C,,,32,,/armor_t53_g_i00.webp,"No description for this item"
armors,gloves,2455,"Plated Leather Gloves","Латные Кожаные Перчатки",C,,,33,,/armor_t47_g_i00.webp,"No description for this item"
armors,gloves,2456,"Dwarven Chain Gloves","Кольчужные Перчатки Гномов",C,,,34,,/armor_t60_g_i00.webp,"No description for this item"
armors,gloves,2457,"Gloves of Seal","Перчатки Печати",C,,,34,,/armor_t44_g_i00.webp,"No description for this item"
armors,gloves,2458,"Rind Leather Gloves","Перчатки из Грубой Кожи",C,,,34,,/armor_t49_g_i00.webp,"No description for this item"
armors,gloves,608,"Mithril Gauntlets","Мифриловые Рукавицы",C,,,36,,/armor_t61_g_i00.webp,"No description for this item"
armors,gloves,2459,"Demon's Gloves","Перчатки Демона",C,,,36,,/armor_t54_g_i00.webp,"No description for this item"
armors,gloves,2460,"Theca Leather Gloves","Кожаные Перчатки Тека",C,,,37,,/armor_t63_g_i00.webp,"No description for this item"
armors,gloves,2461,"Drake Leather Gloves","Кожаные Перчатки Дрейка",C,,,39,,/armor_t21_g_i00.webp,"No description for this item"
armors,gloves,2462,"Full Plate Gauntlets","Полные Латные Рукавицы",C,,,39,,/armor_t62_g_i00.webp,"No description for this item"
armors,gloves,2463,"Divine Gloves","Перчатки Божества",C,,,39,,/armor_t57_g_i00.webp,"No description for this item"
armors,gloves,2464,"Avadon Gloves","Запечатанные Перчатки Авадона",B,,,41,,/armor_t66_g_i02.webp,"No description for this item"
armors,gloves,612,"Zubei's Gauntlets","Запечатанные Рукавицы Зубея",B,,,41,,/armor_t64_g_i02.webp,"No description for this item"
armors,gloves,2475,"Doom Gloves","Запечатанные Перчатки Рока",B,,,44,,/armor_t71_g_i02.webp,"No description for this item"
armors,gloves,2487,"Blue Wolf Gloves","Запечатанные Перчатки Синего Волка",B,,,44,,/armor_t68_g_i02.webp,"No description for this item"
armors,gloves,5290,"Sealed Dark Crystal Gloves","Запечатанные Перчатки Кристалла Тьмы",A,,,46,,/armor_t74_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,5295,"Sealed Tallum Gloves","Запечатанные Перчатки Таллума",A,,,46,,/armor_t77_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,7872,"Sealed Apella Gauntlet","Запечатанные Рукавицы Апеллы",A,,,46,,/armor_t1004_g_i02.webp,"It can be opened with the help of the Blacksmith of Mammon."
armors,gloves,7875,"Sealed Apella Leather Gloves","Запечатанные Кожаные Перчатки Апеллы",A,,,46,,/armor_t1005_g_i02.webp,"May be worn by a Baron or a higher level Aristocrat. They can be opened with the help of the Blacksmith of Mammon."
armors,gloves,7878,"Sealed Apella Silk Gloves","Запечатанные Шелковые Перчатки Апеллы",A,,,46,,/armor_t1006_g_i02.webp,"They can be opened with the help of the Blacksmith of Mammon."
armors,gloves,5313,"Sealed Gauntlets of Nightmare","Запечатанные Рукавицы Кошмаров",A,,,49,,/armor_t80_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,5318,"Sealed Majestic Gauntlets","Запечатанные Рукавицы Величия",A,,,49,,/armor_t83_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,6676,"Sealed Imperial Crusader Gauntlets","Запечатанные Рукавицы Имперского Крестоносца",S,,,55,,/armor_t88_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,6681,"Sealed Draconic Leather Gloves","Запечатанные Перчатки из Драконьей Кожи",S,,,55,,/armor_t89_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,6685,"Sealed Major Arcana Gloves","Запечатанные Перчатки Тайн",S,,,55,,/armor_t90_g_i02.webp,"Its seal can be broken with the help of the Blacksmith of Mammon."
armors,gloves,9517,"Sealed Dynasty Gauntlets","Запечатанные Рукавицы Династии",S80,,,61,,/armor_t91_g_i02.webp,"Sealed Dynasty Gauntlet. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
armors,gloves,9527,"Sealed Dynasty Gloves","Запечатанные Перчатки Династии",S80,,,61,,/armor_t93_g_i02.webp,"Sealed Dynasty Gloves. Seal can be removed by the Blacksmith of Mammon or Maestro Ishuma."
