ID,Name_EN,Name_RU,Grade,Craft_Level,Type,Icon
216,"Dirk","Кортик",NG,1,dagger,/weapon_dirk_i00.webp
219,"Sword Breaker","Мечелом",NG,1,dagger,/weapon_sword_breaker_i00.webp
272,"Forest Bow","Лесной Лук",NG,1,bow,/weapon_short_bow_i00.webp
273,"Composition Bow","Композитный Лук",NG,1,bow,/weapon_composition_bow_i00.webp
221,"Assassin Knife","Нож Ассасина",D,2,dagger,/weapon_assassin_knife_i00.webp
276,"Elven Bow","Эльфийский Лук",D,2,bow,/weapon_elven_bow_i00.webp
291,"Trident","Трезубец",D,2,spear,/weapon_trident_i00.webp
224,"Maingauche","Дага",D,3,dagger,/weapon_maingauche_i00.webp
241,"Shilen Knife","Нож Шилен",D,3,one_hand_magic,/weapon_knife_o_silenus_i00.webp
261,"Bich'Hwa","Бичхва",D,3,fist,/weapon_bichhwa_i00.webp
278,"Gastraphetes","Гастрафет",D,3,bow,/weapon_gastraphetes_i00.webp
279,"Strengthened Long Bow","Усиленный Длинный Лук",D,3,bow,/weapon_strengthening_long_bow_i00.webp
294,"War Pick","Молот Смерти",D,3,spear,/weapon_hammer_in_flames_i00.webp
225,"Mithril Dagger","Мифриловый Кинжал",D,4,dagger,/weapon_mithril_dagger_i00.webp
262,"Scallop Jamadhr","Шипованный Джамадхар",D,4,fist,/weapon_scallop_jamadhr_i00.webp
280,"Light Crossbow","Легкий Лук",D,4,bow,/weapon_cyclone_bow_i00.webp
226,"Cursed Dagger","Проклятый Кинжал",C,4,dagger,/weapon_cursed_dagger_i00.webp
232,"Dark Elven Dagger","Кинжал Темных Эльфов",C,4,dagger,/weapon_darkelven_dagger_i00.webp
263,"Chakram","Чакра",C,4,fist,/weapon_chakram_i00.webp
281,"Crystallized Ice Bow","Ледяной Лук",C,4,bow,/weapon_crystallized_ice_bow_i00.webp
227,"Stiletto","Стилет",C,5,dagger,/weapon_stiletto_i00.webp
231,"Grace Dagger","Изящный Кинжал",C,5,dagger,/weapon_grace_dagger_i00.webp
233,"Dark Screamer","Кинжал Тьмы",C,5,dagger,/weapon_dark_screamer_i00.webp
242,"Soulfire Dirk","Кортик Духовного Пламени",C,5,one_hand_magic,/weapon_dagger_of_magicflame_i00.webp
265,"Fisted Blade","Кастетные Клинки",C,5,fist,/weapon_fist_blade_i00.webp
282,"Elemental Bow","Лук Стихии",C,5,bow,/weapon_elemental_bow_i00.webp
283,"Akat Long Bow","Длинный Лук Аката",C,5,bow,/weapon_akat_long_bow_i00.webp
285,"Noble Elven Bow","Элитный Эльфийский Лук",C,5,bow,/weapon_noble_elven_bow_i00.webp
204,"Deadman's Staff","Посох Мертвеца",C,6,two_hand_magic,/weapon_deadmans_staff_i00.webp
205,"Ghoul's Staff","Посох Вурдалака",C,6,two_hand_magic,/weapon_ghouls_staff_i00.webp
206,"Demon's Staff","Посох Демона",C,6,two_hand_magic,/weapon_demons_staff_i00.webp
228,"Crystal Dagger","Кристальный Кинжал",C,6,dagger,/weapon_crystal_dagger_i00.webp
266,"Great Pata","Большая Пата",C,6,fist,/weapon_great_pata_i00.webp
286,"Eminence Bow","Лук Превосходства",C,6,bow,/weapon_eminence_bow_i00.webp
229,"Kris","Крис",B,6,dagger,/weapon_kris_i00.webp
243,"Hell Knife","Нож Ада",B,6,one_hand_magic,/weapon_hell_knife_i00.webp
267,"Arthro Nail","Коготь Артро",B,6,fist,/weapon_arthro_nail_i00.webp
284,"Dark Elven Long Bow","Длинный Лук Темных Эльфов",B,6,bow,/weapon_dark_elven_long_bow_i00.webp
210,"Staff of Evil Spirits","Посох Злых Духов",B,7,two_hand_magic,/weapon_staff_of_evil_sprit_i00.webp
234,"Demon Dagger","Кинжал Демона",B,7,dagger,/weapon_demons_sword_i00.webp
268,"Bellion Cestus","Цестус Беллиона",B,7,fist,/weapon_bellion_cestus_i00.webp
287,"Bow of Peril","Лук Угрозы",B,7,bow,/weapon_hazard_bow_i00.webp
212,"Dasparion's Staff","Посох Даспариона",A,7,two_hand_magic,/weapon_dasparions_staff_i00.webp
235,"Bloody Orchid","Кровавая Орхидея",A,7,dagger,/weapon_bloody_orchid_i00.webp
269,"Blood Tornado","Кровавое Торнадо",A,7,fist,/weapon_blood_tornado_i00.webp
288,"Carnage Bow","Кровавый Лук",A,7,bow,/weapon_carnium_bow_i00.webp
213,"Branch of The Mother Tree","Ветвь Древа Жизни",A,8,two_hand_magic,/weapon_worldtrees_branch_i00.webp
236,"Soul Separator","Душегуб",A,8,dagger,/weapon_soul_separator_i00.webp
270,"Dragon Grinder","Погибель Дракона",A,8,fist,/weapon_dragon_grinder_i00.webp
289,"Soul Bow","Пронзатель Душ",A,8,bow,/weapon_soul_bow_i00.webp
1333,"Brandish","Тренировочный Двуручный Меч",NG,1,two_hand_sword,/weapon_brandish_i00.webp
295,"Dwarven Trident","Трезубец Гномов",D,2,spear,/weapon_dwarven_trident_i00.webp
313,"Temptation of Abyss","Искушение Бездны",D,2,one_hand_magic,/weapon_temptation_of_abyss_i00.webp
5285,"Heavy Sword","Тяжелый Меч",D,2,two_hand_sword,/weapon_heavy_sword_i00.webp
7880,"Steel Sword","Стальной Меч",D,2,two_hand_sword,/weapon_iron_sword_i00.webp
317,"Tome of Blood","Книга Крови",D,3,one_hand_magic,/weapon_tome_of_blood_i00.webp
318,"Crucifix of Blood","Кровавое Распятие",D,3,one_hand_magic,/weapon_crucifix_of_blood_i00.webp
629,"Kite Shield","Треугольный Щит",D,3,shield,/shield_kite_shield_i00.webp
1660,"Cursed Maingauche","Проклятая Дага",D,3,dagger,/weapon_maingauche_i01.webp
2493,"Brigandine Shield","Панцирный Щит",D,3,shield,/shield_brigandine_shield_i00.webp
297,"Glaive","Глефа",D,4,spear,/weapon_glaive_i00.webp
321,"Demon Fangs","Клыки Демона",D,4,one_hand_magic,/weapon_demon_fangs_i00.webp
630,"Square Shield","Прямоугольный Щит",D,4,shield,/shield_square_shield_i00.webp
2494,"Plate Shield","Латный Щит",D,4,shield,/shield_plate_shield_i00.webp
2499,"Elven Long Sword","Длинный Меч Эльфов",D,4,sword,/weapon_elven_long_sword_i00.webp
298,"Orcish Glaive","Глефа Орков",C,4,spear,/weapon_orcish_glaive_i00.webp
302,"Body Slasher","Кромсатель",C,4,spear,/weapon_body_slasher_i00.webp
631,"Eldarake","Элдарейк",C,4,shield,/shield_eldarake_i00.webp
2495,"Chain Shield","Кольчужный Щит",C,4,shield,/shield_chain_shield_i00.webp
301,"Scorpion","Скорпион",C,5,spear,/weapon_scorpion_i00.webp
303,"Widow Maker","Селекционер",C,5,spear,/weapon_widow_maker_i00.webp
325,"Horn of Glory","Рог Славы",C,5,one_hand_magic,/weapon_horn_of_glory_i00.webp
326,"Heathen's Book","Книга Безбожника",C,5,one_hand_magic,/weapon_heathens_book_i00.webp
632,"Knight's Shield","Щит Рыцаря",C,5,shield,/shield_knight_shield_i00.webp
2496,"Dwarven Chain Shield","Кольчужный Щит Гномов",C,5,shield,/shield_dwarven_chain_shield_i00.webp
2502,"Dwarven War Hammer","Боевой Молот Гномов",C,5,blunt,/weapon_dwarven_warhammer_i00.webp
4233,"Knuckle Duster","Кастет",C,5,fist,/weapon_knuckle_dust_i00.webp
299,"Orcish Poleaxe","Секира Орков",C,6,spear,/weapon_orcish_poleaxe_i00.webp
2497,"Full Plate Shield","Полный Латный Щит",C,6,shield,/shield_full_plate_shield_i00.webp
2503,"Yaksa Mace","Булава Якса",C,6,blunt,/weapon_yaksa_mace_i00.webp
5286,"Berserker Blade","Клинок Берсерка",C,6,two_hand_sword,/weapon_berserker_blade_i00.webp
300,"Great Axe","Двуручный Топор",B,6,spear,/weapon_great_axe_i00.webp
633,"Zubei's Shield","Щит Зубея",B,6,shield,/shield_shrnoens_shield_i00.webp
673,"Avadon Shield","Щит Авадона",B,6,shield,/shield_avadon_shield_i00.webp
2504,"Meteor Shower","Метеоритный Дождь",A,7,blunt,/weapon_meteor_shower_i00.webp
5292,"Sealed Dark Crystal Shield","Запечатанный Щит Кристалла Тьмы",A,7,shield,/shield_dark_crystal_shield_i02.webp
305,"Tallum Glaive","Глефа Таллума",A,8,spear,/weapon_tallum_glaive_i00.webp
2500,"Dark Legion's Edge","Темный Легион",A,8,sword,/weapon_dark_legions_edge_i00.webp
5315,"Sealed Shield of Nightmare","Запечатанный Щит Кошмаров",A,8,shield,/shield_shield_of_nightmare_i02.webp
6364,"Forgotten Blade","Забытый Клинок",S,9,sword,/weapon_forgotten_blade_i00.webp
6365,"Basalt Battlehammer","Базальтовый Боевой Молот",S,9,blunt,/weapon_basalt_battlehammer_i00.webp
6366,"Imperial Staff","Имперский Посох",S,9,two_hand_magic,/weapon_imperial_staff_i00.webp
6367,"Angel Slayer","Убийца Ангелов",S,9,dagger,/weapon_angel_slayer_i00.webp
6369,"Dragon Hunter Axe","Топор Охотника на Драконов",S,9,two_hand_blunt,/weapon_dragon_hunter_axe_i00.webp
6370,"Saint Spear","Святое Копье",S,9,spear,/weapon_saint_spear_i00.webp
6371,"Demon Splinter","Демон Одиночка",S,9,fist,/weapon_demon_splinter_i00.webp
6372,"Heaven's Divider","Разделитель Небес",S,9,two_hand_sword,/weapon_heavens_divider_i00.webp
6579,"Arcana Mace","Посох Тайн",S,9,one_hand_magic,/weapon_arcana_mace_i00.webp
6678,"Sealed Imperial Crusader Shield","Запечатанный Щит Имперского Крестоносца",S,9,shield,/shield_imperial_crusader_shield_i02.webp
7575,"Draconic Bow","Лук Дракона",S,9,bow,/weapon_draconic_bow_i00.webp
7885,"Priest Sword","Меч Жреца",D,2,one_hand_magic,/weapon_sword_of_priest_i00.webp
7881,"Titan Sword","Меч Титана",D,3,two_hand_sword,/weapon_giants_sword_i00.webp
7886,"Sword of Magic Fog","Меч Магического Тумана",D,3,one_hand_magic,/weapon_sword_of_magic_fog_i00.webp
7890,"Priest Mace","Булава Жреца",D,3,one_hand_magic,/weapon_mace_of_priest_i00.webp
7896,"Titan Hammer","Молот Титанов",D,3,two_hand_blunt,/weapon_giants_hammer_i00.webp
7887,"Mysterious Sword","Мистический Меч",C,4,one_hand_magic,/weapon_mystery_sword_i00.webp
7882,"Pa'agrian Sword","Меч Паагрио",C,5,two_hand_sword,/weapon_sword_of_paagrio_i00.webp
7898,"Karik Horn","Рог Карика",C,5,two_hand_blunt,/weapon_horn_of_karik_i00.webp
7888,"Ecliptic Sword","Меч Затмения",C,6,one_hand_magic,/weapon_sword_of_eclipse_i00.webp
7891,"Ecliptic Axe","Топор Затмения",C,6,one_hand_magic,/weapon_eclipse_axe_i00.webp
7897,"Dwarven Hammer","Молот Гномов",C,6,two_hand_blunt,/weapon_dwarven_hammer_i00.webp
7892,"Spell Breaker","Рассеиватель Заклинания",B,6,one_hand_magic,/weapon_spell_breaker_i00.webp
7900,"Ice Storm Hammer","Молот Ледяной Бури",B,6,two_hand_blunt,/weapon_ice_storm_hammer_i00.webp
7883,"Guardian Sword","Меч Стража",B,7,two_hand_sword,/weapon_guardians_sword_i00.webp
7889,"Wizard's Tear","Слезы Чародея",B,7,one_hand_magic,/weapon_tears_of_wizard_i00.webp
7893,"Kaim Vanul's Bones","Кости Каим Ванула",B,7,one_hand_magic,/weapon_bone_of_kaim_vanul_i00.webp
7901,"Star Buster","Звезда Боли",B,7,two_hand_blunt,/weapon_star_buster_i00.webp
7884,"Infernal Master","Мастер Инферно",A,7,two_hand_sword,/weapon_inferno_master_i00.webp
7894,"Spiritual Eye","Глаз Духа",A,7,one_hand_magic,/weapon_eye_of_soul_i00.webp
7899,"Destroyer Hammer","Молот Разрушителя",A,7,two_hand_blunt,/weapon_hammer_of_destroyer_i00.webp
7895,"Flaming Dragon Skull","Пылающий Череп Дракона",A,8,one_hand_magic,/weapon_dragon_flame_head_i00.webp
7902,"Doom Crusher","Крушитель Рока",A,8,two_hand_blunt,/weapon_doom_crusher_i00.webp
8678,"Sirra's Blade","Клинок Сирры",A,8,sword,/weapon_sirr_blade_i00.webp
8679,"Sword of Ipos","Меч Ипоса",A,8,two_hand_sword,/weapon_sword_of_ipos_i00.webp
8680,"Barakiel's Axe","Топор Баракиэля",A,8,blunt,/weapon_barakiel_axe_i00.webp
8681,"Behemoth's Tuning Fork","Трезубец Чудовища",A,8,two_hand_blunt,/weapon_tuning_fork_of_behemoth_i00.webp
8682,"Naga Storm","Буря Наги",A,8,dagger,/weapon_naga_storm_i00.webp
8683,"Tiphon's Spear","Копье Тифона",A,8,spear,/weapon_tiphon_spear_i00.webp
8684,"Shyeed's Bow","Лук Шиид",A,8,bow,/weapon_shyid_bow_i00.webp
8685,"Sobekk's Hurricane","Ураган Собекка",A,8,fist,/weapon_sobekk_hurricane_i00.webp
8686,"Themis' Tongue","Язык Темиса",A,8,one_hand_magic,/weapon_tongue_of_themis_i00.webp
8687,"Cabrio's Hand","Рука Кабрио",A,8,one_hand_magic,/weapon_hand_of_cabrio_i00.webp
8688,"Daimon Crystal","Кристалл Дэймона",A,8,two_hand_magic,/weapon_crystal_of_deamon_i00.webp
9452,"Sealed Dynasty Earring","Запечатанная Серьга Династии",S80,9,earring,/accessary_dynasty_earing_i01.webp
15767,"Sealed Moirai Earring","Запечатанная Серьга Дестино",S80,9,earring,/accessary_sealed_bluelycan_earring_i00.webp
9454,"Sealed Dynasty Ring","Запечатанное Кольцо Династии",S80,9,ring,/accessary_dynasty_ring_i01.webp
15766,"Sealed Moirai Ring","Запечатанное Кольцо Дестино",S80,9,ring,/accessary_sealed_bluelycan_ring_i00.webp
9453,"Sealed Dynasty Necklace","Запечатанное Ожерелье Династии",S80,9,necklace,/accessary_dynasty_necklace_i01.webp
15768,"Sealed Moirai Necklace","Запечатанное Ожерелье Дестино",S80,9,necklace,/accessary_sealed_bluelycan_necklace_i00.webp
9442,"Dynasty Sword","Меч Династии",S80,9,sword,/weapon_dynasty_blade_i00.webp
10215,"Icarus Sawsword","Зазубренный Меч Икара",S80,9,sword,/weapon_icarus_sowsword_i00.webp
9443,"Dynasty Blade","Клинок Династии",S80,9,two_hand_sword,/weapon_dynasty_twohand_sword_i00.webp
10218,"Icarus Heavy Arms","Тяжелые Руки Икара",S80,9,two_hand_sword,/weapon_icarus_heavy_arms_i00.webp
9448,"Dynasty Cudgel","Дубина Династии",S80,9,blunt,/weapon_dynasty_hammer_i00.webp
10220,"Icarus Hammer","Молот Икара",S80,9,blunt,/weapon_icarus_hammer_i00.webp
13457,"Vesper Cutter","Резак Венеры",S84,10,sword,/weapon_vesper_cutter_i00.webp
13458,"Vesper Slasher","Эспадон Венеры",S84,10,two_hand_sword,/weapon_vesper_slasher_i00.webp
14160,"Sealed Vesper Earring","Запечатанная Серьга Венеры",S84,9,earring,/vesper_earring_i01.webp
14162,"Sealed Vesper Ring","Запечатанное Кольцо Венеры",S84,9,ring,/vesper_ring_i01.webp
14161,"Sealed Vesper Necklace","Запечатанное Ожерелье Венеры",S84,9,necklace,/vesper_necklace_i01.webp
10253,"Dynasty Crusher","Крушитель Династии",S80,9,two_hand_blunt,/weapon_dynasty_crusher_i00.webp
9446,"Dynasty Knife","Нож Династии",S80,9,dagger,/weapon_dynasty_dagger_i00.webp
10216,"Icarus Disperser","Распылитель Икара",S80,9,dagger,/weapon_icarus_disperser_i00.webp
9445,"Dynasty Bow","Лук Династии",S80,9,bow,/weapon_dynasty_bow_i00.webp
10223,"Icarus Spitter","Лук Икара",S80,9,bow,/weapon_icarus_spiter_i00.webp
9450,"Dynasty Bagh-Nakh","Коготь Тигра Династии",S80,9,fist,/weapon_dynasty_jamadhr_i00.webp
10221,"Icarus Hand","Рука Икара",S80,9,fist,/weapon_icarus_knuckle_i00.webp
9447,"Dynasty Halberd","Алебарда Династии",S80,9,spear,/weapon_dynasty_spear_i00.webp
10219,"Icarus Trident","Трезубец Икара",S80,9,spear,/weapon_icarus_trident_i00.webp
9449,"Dynasty Mace","Булава Династии",S80,9,one_hand_magic,/weapon_dynasty_staff_i00.webp
9444,"Dynasty Phantom","Фантом Династии",S80,9,one_hand_magic,/weapon_dynasty_magic_sword_i00.webp
10222,"Icarus Hall","Холл Икара",S80,9,one_hand_magic,/weapon_icarus_stick_i00.webp
10217,"Icarus Spirit","Дух Икара",S80,9,one_hand_magic,/weapon_icarus_spirits_i00.webp
10252,"Dynasty Staff","Посох Династии",S80,9,two_hand_magic,/weapon_dynasty_twohand_staff_i00.webp
9514,"Sealed Dynasty Breast Plate","Запечатанная Кираса Династии",S80,9,heavy_armor,/armor_t91_u_i02.webp
15697,"Sealed Moirai Breastplate","Запечатанная Кираса Дестино",S80,9,heavy_armor,/armor_t94_u_i02.webp
9519,"Sealed Dynasty Leather Armor","Запечатанный Кожаный Доспех Династии",S80,9,light_armor,/armor_t92_u_i02.webp
15698,"Sealed Moirai Leather Breastplate","Запечатанная Кожаная Кираса Дестино",S80,9,light_armor,/armor_t95_u_i02.webp
9524,"Sealed Dynasty Tunic","Запечатанная Туника Династии",S80,9,magic_armor,/armor_t93_u_i02.webp
15699,"Sealed Moirai Tunic","Запечатанная Туника Дестино",S80,9,magic_armor,/armor_t96_u_i02.webp
9515,"Sealed Dynasty Gaiter","Запечатанные Набедренники Династии",S80,9,heavy_armor,/armor_t91_l_i02.webp
15700,"Sealed Moirai Gaiter","Запечатанные Набедренники Дестино",S80,9,heavy_armor,/armor_t94_l_i02.webp
9520,"Sealed Dynasty Leather Leggings","Запечатанные Кожаные Поножи Династии",S80,9,light_armor,/armor_t92_l_i02.webp
9525,"Sealed Dynasty Stockings","Запечатанные Штаны Династии",S80,9,magic_armor,/armor_t93_l_i02.webp
15702,"Sealed Moirai Stockings","Запечатанные Штаны Дестино",S80,9,magic_armor,/armor_t96_l_i02.webp
9526,"Sealed Dynasty Circlet","Запечатанная Диадема Династии",S80,9,helmet,/armor_circlet_i02.webp
9516,"Sealed Dynasty Helmet","Запечатанный Шлем Династии",S80,9,helmet,/armor_helmet_i02.webp
9521,"Sealed Dynasty Leather Helmet","Запечатанный Кожаный Шлем Династии",S80,9,helmet,/armor_leather_helmet_i02.webp
15696,"Sealed Moirai Circlet","Запечатанная Диадема Дестино",S80,9,helmet,/armor_circlet_i02.webp
15694,"Sealed Moirai Helmet","Запечатанный Шлем Дестино",S80,9,helmet,/armor_helmet_i02.webp
15695,"Sealed Moirai Leather Helmet","Запечатанный Кожаный Шлем Дестино",S80,9,helmet,/armor_leather_helmet_i02.webp
9517,"Sealed Dynasty Gauntlets","Запечатанные Рукавицы Династии",S80,9,gloves,/armor_t91_g_i02.webp
13463,"Vesper Avenger","Мститель Венеры",S84,10,blunt,/weapon_vesper_avenger_i00.webp
13464,"Vesper Retributer","Возмездие Венеры",S84,10,two_hand_blunt,/weapon_vesper_retributer_i00.webp
13460,"Vesper Shaper","Острие Венеры",S84,10,dagger,/weapon_vesper_shaper_i00.webp
13467,"Vesper Thrower","Бросок Венеры",S84,10,bow,/weapon_vesper_thrower_i00.webp
13461,"Vesper Fighter","Воитель Венеры",S84,10,fist,/weapon_vesper_fighter_i00.webp
13462,"Vesper Stormer","Буревестник Венеры",S84,10,spear,/weapon_vesper_stormer_i00.webp
13459,"Vesper Buster","Расчленитель Венеры",S84,10,one_hand_magic,/weapon_vesper_burster_i00.webp
13465,"Vesper Caster","Заклинатель Венеры",S84,10,one_hand_magic,/weapon_vesper_caster_i00.webp
13466,"Vesper Singer","Певец Венеры",S84,10,two_hand_magic,/weapon_vesper_singer_i00.webp
14105,"Sealed Vesper Breastplate","Запечатанная Кираса Венеры",S84,10,heavy_armor,/armor_t94_u_i02.webp
14106,"Sealed Vesper Leather Breastplate","Запечатанная Кожаная Кираса Венеры",S84,10,light_armor,/armor_t95_u_i02.webp
14107,"Sealed Vesper Tunic","Запечатанная Туника Венеры",S84,10,magic_armor,/armor_t96_u_i02.webp
14108,"Sealed Vesper Gaiters","Запечатанные Набедренники Венеры",S84,10,heavy_armor,/armor_t94_l_i02.webp
14112,"Sealed Vesper Leather Leggings","Запечатанные Кожаные Брюки Венеры",S84,10,light_armor,/armor_t95_l_i02.webp
14115,"Sealed Vesper Stockings","Запечатанные Штаны Венеры",S84,10,magic_armor,/armor_t96_l_i02.webp
13145,"Sealed Vesper Circlet","Запечатанная Диадема Венеры",S84,10,helmet,/armor_circlet_i02.webp
13143,"Sealed Vesper Helmet","Запечатанный Шлем Венеры",S84,10,helmet,/armor_helmet_i02.webp
13144,"Sealed Vesper Leather Helmet","Запечатанный Кожаный Шлем Венеры",S84,10,helmet,/armor_leather_helmet_i02.webp
9527,"Sealed Dynasty Gloves","Запечатанные Перчатки Династии",S80,9,gloves,/armor_t93_g_i02.webp
9522,"Sealed Dynasty Leather Gloves","Запечатанные Кожаные Перчатки Династии",S80,9,gloves,/armor_t92_g_i02.webp
15703,"Sealed Moirai Gauntlet","Запечатанные Рукавицы Дестино",S80,9,gloves,/armor_t94_g_i02.webp
15705,"Sealed Moirai Gloves","Запечатанные Перчатки Дестино",S80,9,gloves,/armor_t96_g_i02.webp
15704,"Sealed Moirai Leather Gloves","Запечатанные Кожаные Перчатки Дестино",S80,9,gloves,/armor_t95_g_i02.webp
9518,"Sealed Dynasty Boots","Запечатанные Сапоги Династии",S80,9,boots,/armor_t91_b_i02.webp
9523,"Sealed Dynasty Leather Boots","Запечатанные Кожаные Сапоги Династии",S80,9,boots,/armor_t92_b_i02.webp
9528,"Sealed Dynasty Shoes","Запечатанные Ботинки Династии",S80,9,boots,/armor_t93_b_i02.webp
15706,"Sealed Moirai Boots","Запечатанные Сапоги Дестино",S80,9,boots,/armor_t94_b_i02.webp
15707,"Sealed Moirai Leather Boots","Запечатанные Кожаные Сапоги Дестино",S80,9,boots,/armor_t95_b_i02.webp
15708,"Sealed Moirai Shoes","Запечатанные Ботинки Дестино",S80,9,boots,/armor_t96_b_i02.webp
9529,"Sealed Dynasty Shield","Запечатанный Щит Династии",S80,9,shield,/shield_dynasty_shield_i01.webp
15710,"Sealed Moirai Shield","Запечатанный Щит Дестино",S80,9,shield,/weapon_tysandy_shield_i00.webp
13886,"Sealed Dynasty Sigil","Запечатанный Символ Династии",S80,9,sigil,/armor_dynasty_sigil_i01.webp
15709,"Sealed Moirai Sigil","Запечатанный Символ Дестино",S80,9,sigil,/weapon_tysandy_sigil_i00.webp
15701,"Sealed Moirai Leather Legging","Запечатанные Кожаные Брюки Дестино",S80,9,light_armor,/armor_t95_l_i02.webp
14109,"Sealed Vesper Gauntlet","Запечатанные Рукавицы Венеры",S84,10,gloves,/armor_t94_g_i02.webp
14116,"Sealed Vesper Gloves","Запечатанные Перчатки Венеры",S84,10,gloves,/armor_t96_g_i02.webp
14113,"Sealed Vesper Leather Gloves","Запечатанные Кожаные Перчатки Венеры",S84,10,gloves,/armor_t95_g_i02.webp
14110,"Sealed Vesper Boots","Запечатанные Сапоги Венеры",S84,10,boots,/armor_t94_b_i02.webp
14114,"Sealed Vesper Leather Boots","Запечатанные Кожаные Сапоги Венеры",S84,10,boots,/armor_t95_b_i02.webp
14117,"Sealed Vesper Shoes","Запечатанные Ботинки Венеры",S84,10,boots,/armor_t96_b_i02.webp
14111,"Sealed Vesper Shield","Запечатанный Защитник Венеры",S84,10,shield,/weapon_vesper_verteidiger_i00.webp
13887,"Sealed Vesper Sigil","Запечатанный Символ Венеры",S84,10,sigil,/armor_verper_sigil_i01.webp
