ID,Name_EN,Name_RU,Type,Levels,Icon
4190-self-range-aura-sink-boss-a,"Decrease MP","Понижение MP",active,12,/skill1102.webp
4191-wind-strike-boss-a,"BOSS Windstrike","Босс: Удар Ветра",active,12,/skill0000.webp
4192-vampiric-touch-boss-a,"BOSS HP Drain","Босс: Кража HP",active,12,/skill0000.webp
4193-life-drain-boss-a,"BOSS Life Drain","Босс: Кража Жизни",active,12,/skill0000.webp
4194-aura-burn-boss-a,"BOSS Aura Burn","Босс: Сожжение Ауры",active,12,/skill0000.webp
4195-twister-boss-a,"BOSS Twister","Босс: Смерч",active,12,/skill0000.webp
4196-ice-bolt-boss-a,"Decrease Speed","Понижение Скорости",active,12,/skill1184.webp
4197-range-hold-boss-a,"Hold","Удержание",active,12,/skill1201.webp
4198-poison-boss-a,"Poison","Отравление",active,12,/skill1168.webp
4199-weakness-boss-a,"Decrease P.Atk","Понижение Физ. Атк.",active,12,/skill1164.webp
4200-wind-shackle-boss-a,"Decrease Atk.Speed","Понижение Атк. Скор.",active,12,/skill1206.webp
4201-sleep-boss-a,"Sleep","Сон",active,12,/skill1069.webp
4202-hold-boss-a,"Hold","Удержание",active,12,/skill1201.webp
4203-slow-boss-a,"Decrease Speed","Понижение Скорости",active,12,/skill1160.webp
4204-bleed-boss-a,"Bleed","Кровотечение",active,12,/skill0096.webp
4205-paralyze-boss-a,"Paralysis","Парализация",active,12,/skill1170.webp
4206-aura-sink-boss-a,"Decrease MP","Понижение MP",active,12,/skill1170.webp
4211-self-range-might-boss-a,"BOSS Might","Босс: Могущество",active,12,/skill0000.webp
4212-self-range-shield-boss-a,"BOSS Shield","Босс: Щит",active,12,/skill0000.webp
4213-self-range-haste-boss-a,"BOSS Haste","Босс: Ускорение",active,12,/skill0000.webp
4214-self-range-reflect-damage-boss-a,"BOSS Reflect Damage","Босс: Отражение Урона",active,12,/skill0000.webp
4215-silence-boss,"Raid Curse","Проклятие Рейда",active,1,/skill1064.webp
4216-zaken-tel-pc,"Scatter Enemy","Разбить Врага",active,1,/skill0000.webp
4217-zaken-range-tel-pc,"none","none",active,1,/skill0000.webp
4218-zaken-drain,"Absorb HP MP","Впитать HP и MP",active,1,/skill0000.webp
4219-zaken-hold,"Hold","Удержание",active,1,/skill1201.webp
4220-zaken-dual-attack,"Deadly Two-Sword Weapon","Смертельные Парные Мечи",active,1,/skill0000.webp
4221-zaken-range-dual-attack,"Deadly Two-Sword Weapon: Range Attack","Смертельные Парные Мечи: Дистанционная Атака",active,1,/skill0000.webp
4222-zaken-self-tel,"Instant Move","Мгновенное Движение",active,1,/skill0000.webp
4223-zaken-trans-night2day,"Face Chance: Night to Day","Шанс Увидеть: Рассвет",active,1,/skill0000.webp
4224-zaken-trans-day2night,"Face Chance: Day to Night","Шанс Увидеть: Закат",active,1,/skill0000.webp
4225-npc-resist-shock,"Resist Shock Attacks","Сопротивление Оглушающим Атакам",passive,6,/skill4225.webp
4226-npc-no-heal,"Ban Heal","Запрет Лечения",passive,1,/skill0000.webp
4227-zaken-regen,"Zaken Regeneration","Регенерация Закена",active,1,/skill0000.webp
4228-double-dagger-attack,"NPC Double Dagger Attack","NPC: Двойная Атака Кинжалом",active,12,/skill0000.webp
4229-npc-double-wind-of-hand,"NPC Double Wind Fist","NPC: Двойной Кулак Ветра",active,12,/skill0000.webp
4230-wild-cannon,"Wild Cannon","Дикая Пушка",active,1,/skill0000.webp
4231-npc-mouth-attack,"NPC Spit Attack","NPC: Злобная Атака",active,12,/skill0000.webp
4232-npc-strike-range,"NPC AE Strike","NPC: Удар По Площади",active,12,/skill0000.webp
4233-hp-drain-attack,"Vampiric Attack","Атака Вампира",passive,1,/skill4233.webp
4235-devastated-recall,"none","none",active,1,/skill0000.webp
4236-gustav-wind,"Decrease Heal","Ухудшение Лечения",active,1,/skill1269.webp
4237-mikhail-ice,"Decrease Speed","Понижение Скорости",active,1,/skill1236.webp
4238-dietrich-suspension,"Increase Re-use Time","Увеличить Время Повторного Использования",active,1,/skill1248.webp
4239-antaras-regen,"Antharas Regeneration","Регенерация Антараса",active,1,/skill0000.webp
4240-antaras-regen,"Antharas Regeneration","Регенерация Антараса",active,1,/skill0000.webp
4241-antaras-regen,"Antharas Regeneration","Регенерация Антараса",active,1,/skill0000.webp
4242-zaken-regen,"Zaken Regeneration","Закен: Регенерация",active,1,/skill0000.webp
4243-quest-vicious-poison,"Venomous Poison","Смертельный Яд",active,1,/skill4082.webp
4244-npc-wild-sweep,"NPC Wild Sweep","NPC: Дикий Размах",active,12,/skill0000.webp
4245-angry-mimic,"Mimic of Wrath","Гнев Мимик",active,1,/skill0000.webp
4246-strong-to-bow-mdamage-dot,"Strong in ""nan"" activity magic DOT","Изматывающая Магия",passive,1,/skill0000.webp
4247-mega-storm-strike-for-slow,"NPC Windstrike - Slow","NPC: Удар Ветра - Замедление",active,12,/skill0000.webp
4248-blood-sucking-for-slow,"NPC HP Drain - Slow","NPC: Кража HP - Замедление",active,12,/skill0000.webp
4249-npc-ice-for-slow,"Decrease Speed","Понижение Скорости",active,12,/skill1184.webp
4250-npc-twister-for-slow,"NPC Twister - Slow","NPC: Смерч - Замедление",active,12,/skill0000.webp
4251-npc-beam-curve-for-slow,"NPC Curve Beam Cannon - Slow","NPC: Пушка Некогерентных Лучей - Замедление",active,12,/skill0000.webp
4252-npc-flame-strike-for-slow,"NPC Flamestrike - Slow","NPC: Удар Огня - Замедление",active,12,/skill0000.webp
4253-npc-blaze-for-slow,"NPC Blaze - Slow","NPC: Вспышка - Замедление",active,12,/skill0000.webp
4254-npc-prominence-for-slow,"NPC Prominence - Slow","NPC: Протуберанец - Замедление",active,12,/skill0000.webp
4255-npc-beam-straight-for-slow,"NPC Straight Beam Cannon - Slow","NPC: Пушка Когерентных Лучей - Замедление",active,12,/skill0000.webp
4256-perfect-resist-shock,"100% stun resistance.","100% Сопротивление Оглушению.",passive,1,/skill0000.webp
4257-npc-hydro-blast-magic-only,"NPC Hydroblast - Magic","NPC: Волна Воды - Замедление",active,12,/skill0000.webp
4258-anti-strider-slow,"Hinder Strider","Стреножить Ездового Дракона",active,1,/skill1160.webp
4259-summon-range-poison,"Toxic Smoke","Токсичный Дым",active,12,/skill4036.webp
4260-summon-blood-sucking,"Steel Blood","Украсть Кровь",active,12,/skill0000.webp
4261-summon-mega-storm-strike,"Mega Storm Strike","Удар Мегашторма",active,12,/skill0000.webp
4263-npc-haste,"Holiday Haste","Праздничное Ускорение",active,1,/skill1086.webp
4264-npc-empower,"Holiday Empower","Праздничное Воодушевление",active,1,/skill1059.webp
4267-grade-penalty,"Grade Penalty","Штраф Ранга",passive,1,/skill4267.webp
4268-dangerous-area,"Danger Area","Опасная Зона",passive,1,/skill4268.webp
4269-restrict-chatting,"Block All Chat","Блокировка Чата",passive,1,/skill4269.webp
4270-weight-penalty,"Weight Penalty","Перевес",passive,4,/skill4270_1.webp
4271-force-up,"Increase Force","Увеличить Силу",passive,7,/skill4271_1.webp
4272-strong-to-bow-ex,"Greater Resist Bow Attack","Высшее Сопротивление Лукам и Арбалетам",passive,1,/skill4272.webp
4273-npc-resist-dagger,"Resist Daggers","Сопротивление Кинжалам и Рапирам",passive,6,/skill4273_new.webp
4274-npc-weakness-blunt,"Blunt Weapon Weak Point","Уязвимость к Дубинам",passive,5,/skill4274_new.webp
4275-npc-weakness-holy,"Sacred Attack Weak Point","Уязвимость к Священной Атаке",passive,5,/skill4275_new.webp
4276-npc-weakness-bow,"Bow Weapon Weak Point","Уязвимость к луку/арбалету",passive,5,/skill4276_new.webp
4277-npc-resist-poison,"Resist Poison Attacks","Сопротивление к Отравляющим Атакам",passive,6,/skill4277.webp
4278-evil-attack,"Dark Attack","Атака Тьмы",passive,1,/skill4278.webp
4279-npc-weakness-fire,"Fire Attack Weak Point","Уязвимость к Огню",passive,5,/skill4279_new.webp
4280-npc-weakness-water,"Water Attack Weak Point","Уязвимость к Воде",passive,5,/skill4280_new.webp
4281-npc-weakness-wind,"Wind Attack Weak Point","Уязвимость к Ветру",passive,5,/skill4281_new.webp
4282-npc-weakness-earth,"Earth Attack Weak Point","Уязвимость к Земле",passive,5,/skill4282_new.webp
4283-strong-to-mdamage-ex,"Greater Resist Magic Attack","Великая Устойчивость к Магии",passive,1,/skill4283_new.webp
4284-npc-resist-bleed,"Resist Bleed Attacks","Сопротивление Кровотечению",passive,6,/skill4284.webp
4285-npc-resist-sleep,"Resist Sleep Attacks","Сопротивление Усыплению",passive,6,/skill4285.webp
4286-strong-to-sleep-ex,"Greater Resist Sleep","Великая Устойчивость к Усыплению",passive,1,/skill4286.webp
4287-npc-resist-hold,"Resist Hold Attacks","Сопротивление Удержанию",passive,6,/skill4287.webp
4288-strong-to-hold-ex,"Greater Resist Hold","Великая Устойчивость к Удержанию",passive,1,/skill4288.webp
4289-wyvern-breath,"Wyvern Breath","Дыхание Виверны",active,1,/skill4289.webp
4290-race-undead,"Race","Раса",passive,1,/skill4290.webp
4291-race-construct,"Race","Раса",passive,1,/skill4291.webp
4292-race-beast,"Race","Раса",passive,1,/skill4292.webp
4293-race-animal,"Race","Раса",passive,1,/skill4293.webp
4294-race-plant,"Race","Раса",passive,1,/skill4294.webp
4295-race-humanoid,"Race","Раса",passive,1,/skill4295.webp
4296-race-elemental,"Race","Раса",passive,1,/skill4296.webp
4297-race-divine,"Race","Раса",passive,1,/skill4297.webp
4298-race-demonic,"Race","Раса",passive,1,/skill4298.webp
4299-race-dragon,"Race","Раса",passive,1,/skill4299.webp
4300-race-giant,"Race","Раса",passive,1,/skill4300.webp
4301-race-bug,"Race","Раса",passive,1,/skill4301.webp
4302-race-fairy,"Race","Раса",passive,1,/skill4302.webp
4303-d2-monster,"Strong Type","Усиленный Тип",passive,1,/skill4303.webp
4304-d3-monster,"Strong Type","Усиленный Тип",passive,1,/skill4304.webp
4305-d4-monster,"Strong Type","Усиленный Тип",passive,1,/skill4305.webp
4306-d5-monster,"Strong Type","Усиленный Тип",passive,1,/skill4306.webp
4307-d6-monster,"Strong Type","Усиленный Тип",passive,1,/skill4307.webp
4308-d7-monster,"Strong Type","Усиленный Тип",passive,1,/skill4308.webp
4309-d8-monster,"Strong Type","Усиленный Тип",passive,1,/skill4309.webp
4310-d9-monster,"Strong Type","Усиленный Тип",passive,1,/skill4310.webp
4311-dh-monster,"Feeble Type","Ослабленный Тип",passive,1,/skill4311.webp
4312-light-armor-monster,"Heavy Armor","Тяжело Бронированный",passive,1,/skill4312.webp
4313-heavy-armor-monster,"Light Armor","Легко Бронированный",passive,1,/skill4313.webp
4314-holy-light-burst-boss-a,"BOSS Holy Light Burst","Босс: Святое Сияние",active,12,/skill0000.webp
4315-evil-shackle-boss-a,"Hold","Удержание",active,12,/skill1201.webp
4316-lilim-drain-boss-a,"BOSS Lilim Drain","Босс: Поглощение Лилит",active,12,/skill0000.webp
4317-rage-might,"Increase Rage Might","Увеличить Силу Ярости",active,5,/skill0000.webp
4318-ultimate-buff,"Ultimate Buff","Совершенный Положительный Эффект ",active,1,/skill0000.webp
4319-critical-paralyze,"Paralysis","Паралич",active,1,/skill1170.webp
4320-critical-poison,"Poison","Отравление",active,12,/skill4035.webp
4321-critical-pd-down,"Decrease P.Def","Понижение Физ. Защ.",active,1,/skill0122.webp
4322-wind-walk-for-newbie,"Wind Walk for Beginners","Легкая Походка Путешественника",active,1,/skill1204.webp
4323-shield-for-newbie,"Shield for Beginners","Щит Путешественника",active,1,/skill1040.webp
4324-bless-the-body-for-newbie,"Blessed Body for Beginners","Благословение Тела Путешественника",active,1,/skill1045.webp
4325-vampiric-rage-for-newbie,"Vampiric Rage for Beginners","Ярость Вампира Путешественника",active,1,/skill1268.webp
4326-regeneration-for-newbie,"Regeneration for Beginners","Регенерация Путешественника",active,1,/skill1044.webp
4327-haste-for-newbie,"Haste for Beginners","Ускорение Путешественника",active,1,/skill1086.webp
4328-bless-the-soul-for-newbie,"Blessed Soul for Beginners","Благословение Души Путешественника",active,1,/skill1048.webp
4329-acumen-for-newbie,"Acumen for Beginners","Проницательность Путешественника",active,1,/skill1085.webp
4330-concentration-for-newbie,"Concentration for Beginners","Концентрация Путешественника",active,1,/skill1078.webp
4331-empower-for-newbie,"Empower for Beginners","Воодушевление Путешественника",active,1,/skill1059.webp
4332-mental-aegis,"Mental Aegis","Ментальная Защита",passive,1,/skill1035.webp
4333-npc-resist-unholy,"Resist Dark Attack","Сопротивление Тьме",passive,6,/skill4333.webp
4334-ssq-cancel,"SSQ Cancel","SSQ Отмена",active,1,/skill0000.webp
4335-holy-attack,"Sacred Attack","Святая Атака",passive,1,/skill1043.webp
4336-npc-weakness-unholy,"Dark Attack Weak Point","Уязвимость к Тьме",passive,5,/skill4336_new.webp
4337-npc-resist-holy,"Resist Sacred Attack","Сопротивление Святым Атакам",passive,6,/skill4337.webp
4338-life-cubic-for-newbie,"Life Cubic for Beginners","Сфера Жизни Путешественника",active,1,/skill0000.webp
4339-quest-elixir-of-mimir,"Mimir's Elixir","Эликсир Мимира",active,1,/skill0000.webp
4340-ultimate-buff-2nd,"Ultimate Buff, 2nd","Второй Совершенный Эффект",active,1,/skill0000.webp
4341-ultimate-buff-3rd,"Ultimate Buff, 3rd","Третий Совершенный Эффект",active,1,/skill0000.webp
4342-agit-wind-walk,"Wind Walk","Легкая Походка",active,2,/skill1204.webp
4343-agit-decrease-weight,"Decrease Weight","Уменьшение Веса",active,3,/skill1257.webp
4344-agit-shield,"Shield","Щит",active,3,/skill1040.webp
4345-agit-might,"Might","Мощь",active,3,/skill1068.webp
4346-agit-mental-shield,"Mental Shield","Ментальный Щит",active,4,/skill1035.webp
4347-agit-bless-the-body,"Blessed Body","Благословение Тела",active,6,/skill1045.webp
4348-agit-bless-the-soul,"Blessed Soul","Благословение Души",active,6,/skill1048.webp
4349-agit-magic-barrier,"Magic Barrier","Магический Барьер",active,2,/skill1036.webp
4350-agit-resist-shock,"Resist Shock","Сопротивление Оглушению",active,4,/skill1259.webp
4351-agit-concentration,"Concentration","Концентрация",active,6,/skill1078.webp
4352-agit-berserker-spirit,"Berserker Spirit","Дух Берсерка",active,2,/skill1062.webp
4353-agit-bless-shield,"Bless Shield","Благословение Щита",active,6,/skill1243.webp
4354-agit-vampiric-rage,"Vampiric Rage","Ярость Вампира",active,4,/skill1268.webp
4355-agit-arcane-acumen,"Acumen","Концентрация",active,3,/skill1085.webp
4356-agit-empower,"Empower","Воодушевление",active,3,/skill1059.webp
4357-agit-haste,"Haste","Ускорение",active,2,/skill1086.webp
4358-agit-guidance,"Guidance","Наведение",active,3,/skill1240.webp
4359-agit-focus,"Focus","Фокусировка",active,3,/skill1077.webp
4360-agit-death-whisper,"Death Whisper","Смертельный Шепот",active,3,/skill1242.webp
4361-ssq-curse-fighter,"Curse of Destruction","Проклятие Разрушения",active,2,/skill0046.webp
4362-ssq-curse-mage,"Curse of Destruction","Проклятие Разрушения",active,2,/skill0046.webp
4363-ssq-curse,"Curse of Destruction","Проклятие Разрушения",active,1,/skill0046.webp
4364-ssq-blessing-fighter,"Blessing of Prophecy","Благословение Откровений",active,2,/skill1044.webp
4365-ssq-blessing-mage,"Blessing of Revelations","Благословение Откровений",active,2,/skill1044.webp
4366-ssq-blessing,"Blessing of Prophecy","Благословение Пророчества",active,1,/skill1044.webp
4367-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4368-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4369-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4370-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4371-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4372-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4373-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4374-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4375-agit-janitor-buff,"Clan Hall Manager Buff","Положительный Эффект Управляющего Холлом Клана",active,1,/skill0000.webp
4376-strong-to-pdamage-ex,"Strong Resistance to P. Atk.","Мощное Сопротивление Физ. Атк.",passive,1,/skill4376.webp
4377-wield-temper,"Wield Temper","Самообладание",active,12,/skill0000.webp
4378-self-damage-shield,"NPC Self-Damage Shield","NPC: Щит Самоубийцы",active,12,/skill0000.webp
4379-npc-resist-pole,"Resist Spear Weapons","Сопротивление Копьям",passive,6,/skill4379.webp
4380-duel-cp-heal,"Arena: CP Recovery","Арена: Восстановление CP",active,1,/skill0000.webp
4381-dq-monster,"Magic Skill Block","Блокировка Магических Умений",passive,1,/skill4381.webp
4382-npc-lake-spirit-curse,"Curse of Lake Ghost","Проклятие Призрака Озера",active,12,/skill0000.webp
4383-npc-hate-stone,"NPC Hate Stone","NPC: Камень Ненависти",active,1,/skill0000.webp
4384-anti-area-pd-down,"Scapegoat's Grace","Благосклонность Козла Отпущения",active,1,/skill0122.webp
4385-anti-area-pa-down,"Scapegoat's Grace","Благосклонность Козла Отпущения",active,1,/skill4037.webp
4386-anti-area-poison,"Scapegoat's Grace","Благосклонность Козла Отпущения",active,1,/skill4036.webp
4387-anti-area-disease,"Scapegoat's Grace","Благосклонность Козла Отпущения",active,1,/skill1269.webp
4388-npc-resist-paralysis,"Resist Paralysis Attacks","Сопротивление Параличу",passive,6,/skill4388.webp
4389-npc-resist-derangement,"Resist Mental Attacks","Сопротивление Ментальным Атакам",passive,6,/skill4389.webp
4390-npc-abnormal-immunity,"NPC Abnormal Immunity","Иммунитет к аномалиям NPC",passive,1,/skill0000.webp
4391-pcbang-wind-walk,"Wind Walk","Легкая Походка",active,2,/skill1204.webp
4392-pcbang-shield,"Shield","Щит",active,3,/skill1040.webp
4393-pcbang-might,"Might","Мощь",active,3,/skill1068.webp
4394-pcbang-bless-the-body,"Blessed Body","Благословение Тела",active,6,/skill1045.webp
4395-pcbang-bless-the-soul,"Blessed Soul","Благословение Души",active,6,/skill1048.webp
4396-pcbang-magic-barrier,"Magic Barrier","Магический Барьер",active,2,/skill1036.webp
4397-pcbang-berserker-spirit,"Berserker Spirit","Дух Берсерка",active,2,/skill1062.webp
4398-pcbang-bless-shield,"Bless Shield","Благословение Щита",active,6,/skill1243.webp
4399-pcbang-vampiric-rage,"Vampiric Rage","Ярость Вампира",active,4,/skill1268.webp
4400-pcbang-arcane-acumen,"Acumen","Концентрация",active,3,/skill1085.webp
4401-pcbang-empower,"Empower","Воодушевление",active,3,/skill1059.webp
4402-pcbang-haste,"Haste","Ускорение",active,2,/skill1086.webp
4403-pcbang-guidance,"Guidance","Наведение",active,3,/skill1240.webp
4404-pcbang-focus,"Focus","Фокусировка",active,3,/skill1077.webp
4405-pcbang-death-whisper,"Death Whisper","Смертельный Шепот",active,3,/skill1242.webp
4406-pcbang-agility,"Agility","Стремительность",active,3,/skill1087.webp
4407-not-used,"Ordinary Monster","Не Используемый",passive,1,/skill0000.webp
4415-not-used,"Bare Hands","Не Используемый",passive,1,/skill0000.webp
4463-not-used,"Surrender To Water","Не Используемый",passive,1,/skill4280_new.webp
4464-not-used,"Surrender To Wind","Не Используемый",passive,1,/skill4281_new.webp
4465-not-used,"Surrender To Earth","Не Используемый",passive,1,/skill4282_new.webp
4468-not-used,"Area Buff - Wind Walk","Не Используемый",passive,1,/skill0000.webp
4469-not-used,"Potion Drinking","Не Используемый",passive,1,/skill0000.webp
4471-not-used,"NPC Anger","Не Используемый",passive,1,/skill0000.webp
4472-not-used,"NPC Strike Golem","Не Используемый",passive,1,/skill0000.webp
4473-not-used,"Shock","Не Используемый",passive,1,/skill0101.webp
4474-not-used,"Area Heal - Per","Не Используемый",passive,1,/skill0000.webp
4475-not-used,"Perfect Resist Bleeding","Не Используемый",passive,1,/skill0000.webp
4476-not-used,"Silent Move","Не Используемый",passive,1,/skill0221.webp
4477-not-used,"NPC Frost Wall","Не Используемый",passive,1,/skill0000.webp
4483-not-used,"Hold","Не Используемый",passive,1,/skill4047.webp
4484-not-used,"Eating Follower Heal","Не Используемый",passive,1,/skill0000.webp
4485-not-used,"Eating Follower","Не Используемый",passive,1,/skill0000.webp
4488-not-used,"Hold","Не Используемый",passive,1,/skill0000.webp
4489-not-used,"NPC Death MP Bomb","Не Используемый",passive,1,/skill0000.webp
4490-not-used,"NPC Holy Wall","Не Используемый",passive,1,/skill0000.webp
4491-not-used,"Holy Weapon","Не Используемый",passive,1,/skill0000.webp
4492-not-used,"Enlarging Head Curse","Не Используемый",passive,1,/skill0000.webp
4493-not-used,"NPC Debuff Shield Slow","Не Используемый",passive,1,/skill0000.webp
4494-npc-raid-boss-reward,"Raid Boss","Рейдовый Босс",passive,1,/skillraid.webp
4497-npc-treasure-box,"Treasure Chest - Level 21","Сундук с Сокровищами - Уровень 21",passive,1,/skill0042.webp
4498-npc-treasure-box,"Treasure Chest - Level 22","Сундук с Сокровищами - Уровень 22",passive,1,/skill0042.webp
4499-npc-treasure-box,"Treasure Chest - Level 25","Сундук с Сокровищами - Уровень 25",passive,1,/skill0042.webp
4500-npc-treasure-box,"Treasure Chest - Level 27","Сундук с Сокровищами - Уровень 27",passive,1,/skill0042.webp
4501-npc-treasure-box,"Treasure Chest - Level 29","Сундук с Сокровищами - Уровень 29",passive,1,/skill0042.webp
4502-npc-treasure-box,"Treasure Chest - Level 31","Сундук с Сокровищами - Уровень 31",passive,1,/skill0042.webp
4503-npc-treasure-box,"Treasure Chest - Level 32","Сундук с Сокровищами - Уровень 32",passive,1,/skill0042.webp
4504-npc-treasure-box,"Treasure Chest - Level 33","Сундук с Сокровищами - Уровень 33",passive,1,/skill0042.webp
4505-npc-treasure-box,"Treasure Chest - Level 35","Сундук с Сокровищами - Уровень 35",passive,1,/skill0042.webp
4506-npc-treasure-box,"Treasure Chest - Level 39","Сундук с Сокровищами - Уровень 39",passive,1,/skill0042.webp
4507-npc-treasure-box,"Treasure Chest - Level 42","Сундук с Сокровищами - Уровень 42",passive,1,/skill0042.webp
4508-npc-treasure-box,"Treasure Chest - Level 43","Сундук с Сокровищами - Уровень 43",passive,1,/skill0042.webp
4509-npc-treasure-box,"Treasure Chest - Level 45","Сундук с Сокровищами - Уровень 45",passive,1,/skill0042.webp
4510-npc-treasure-box,"Treasure Chest - Level 47","Сундук с Сокровищами - Уровень 47",passive,1,/skill0042.webp
4511-npc-treasure-box,"Treasure Chest - Level 49","Сундук с Сокровищами - Уровень 49",passive,1,/skill0042.webp
4512-npc-treasure-box,"Treasure Chest - Level 52","Сундук с Сокровищами - Уровень 52",passive,1,/skill0042.webp
4513-gourd-nectar-good,"Squash - Level up","Тыква - Поднять Уровень",active,1,/skill0000.webp
4514-gourd-nectar-bad,"Squash - Poisoned","Тыква - Отравление",active,1,/skill0000.webp
4515-flesh-to-stone-boss,"Raid Curse","Проклятие Рейда",active,1,/skill4111.webp
4516-orfen-heal,"Orfen Heal","Лечение Орфена",active,1,/skill0000.webp
4517-quest-boss-defend-a,"Quest - BOSS Defend","Квест - Босс: Защита",toggle,1,/skill0000.webp
4518-quest-boss-attack-a,"Quest - BOSS Rampage","Квест - Босс: Ярость",toggle,1,/skill0000.webp
4519-quest-boss-defend-b,"Quest - BOSS Defend","Квест - Босс: Защита",toggle,1,/skill0000.webp
4520-quest-boss-attack-b,"Quest - BOSS Rampage","Квест - Босс: Ярость",toggle,1,/skill0000.webp
4521-quest-boss-resist-non-bow-weapon,"Quest - BOSS Resist non Bow Weapon","Квест - Босс: Сопротивление всему, кроме стрел",passive,1,/skill0000.webp
4522-quest-might-mortal,"Eye of Assassin","Глаз Ассасина",active,1,/skill0016.webp
4523-quest-boss-evasion,"Quest - BOSS Evasion","Квест - Босс: Уклонение",active,1,/skill0000.webp
4524-quest-boss-bluff,"Quest - BOSS Bluff","Квест - Босс: Положительный Эффект",active,1,/skill0000.webp
4525-quest-boss-defend-c,"Quest - BOSS Defend","Квест - Босс: Защита",toggle,1,/skill0000.webp
4526-quest-boss-summon,"Quest - BOSS Summon","Квест - Босс: Призыв",active,1,/skill0000.webp
4527-quest-boss-inc-hp-to-summoned,"Quest - BOSS Inc HP to Summoned","Квест - Босс: Повысить HP Слуге",active,1,/skill0000.webp
4528-quest-boss-movement-to-summoned,"Quest - BOSS Movement to Summoned","Квест - Босс: Передвижение Слуги",active,1,/skill0000.webp
4529-quest-summoned-explosion,"Quest - Summoned Explosion","Квест - Призвать: Взрыв",active,1,/skill0000.webp
4530-quest-summoned-hp-heal,"Quest - Summoned HP Heal","Квест - Призвать: Лечение HP",active,1,/skill0000.webp
4531-quest-summoned-mp-heal,"Quest - Summoned MP Heal","Квест - Призвать: Лечение MP",active,1,/skill0000.webp
4532-quest-boss-reflect-a,"Quest - BOSS Reflect","Квест - Босс: Отражение",toggle,1,/skill0000.webp
4533-quest-anti-dance-of-inspiration,"Dance of Resist","Танец Сопротивления",active,1,/skill0272.webp
4534-quest-anti-dance-of-fury,"Dance of Nihil","Танец Пустоты",active,1,/skill0275.webp
4535-quest-anti-dance-of-vampire,"Dance of Weakness","Танец Слабости",active,1,/skill0310.webp
4536-quest-anti-song-of-wind,"Song of Seduce","Песня Совращения",active,1,/skill0268.webp
4537-quest-anti-song-of-water,"Song of Sweet Whisper","Песня Сладкого Шепота",active,1,/skill0266.webp
4538-quest-anti-song-of-vengeance,"Song of Temptation","Песня Искушения",active,1,/skill0305.webp
4539-quest-anti-guidence,"Curse of Vague","Проклятие Тумана",active,1,/skill1240.webp
4540-quest-anti-shield,"Curse of Weakness","Проклятие Слабости",active,1,/skill1040.webp
4541-quest-anti-might,"Curse of Nihil","Проклятие Пустоты",active,1,/skill1068.webp
4542-quest-henchman-weakness-to-sleep-and-stun,"Quest - Henchman 90% Sleep&Shock Weakness","Квест - 90% Слабость Усыпления и Оглушения Оруженосца",passive,1,/skill0000.webp
4543-quest-boss-weakness-to-stun,"Quest - BOSS Shock Weakness","Квест - Слабость Оглушения Босса",passive,1,/skill0000.webp
4544-quest-boss-weakness,"Quest - BOSS Weakness","Квест - Слабость Босса",active,3,/skill0000.webp
4545-quest-boss-reflect-b,"Quest - BOSS Reflect","Квест - Отражение Босса",toggle,1,/skill0000.webp
4546-quest-commune-to-slate,"Quest - Commune to Slate","Квест - Связь с Избиением",active,1,/skill0000.webp
4547-quest-watcher-gaze,"Gaze of Watcher","Взгляд Наблюдателя",active,1,/skill0131.webp
4548-quest-dispell-watcher-gaze,"Quest - Dispel Watcher Gaze","Квест - Избавиться от Взгляда Наблюдателя",active,1,/skill0000.webp
4549-quest-unsealed-altar,"Quest - Unsealed Altar","Квест - Распечатанный Алтарь",active,1,/skill0000.webp
4550-quest-cursed-altar,"Quest - Cursed Altar","Квест - Проклятый Алтарь",active,1,/skill0000.webp
4551-spa-disease-a,"Hot Springs Rheumatism","Ревматизм Горячих Источников",active,10,/skill1164.webp
4552-spa-disease-b,"Hot Springs Cholera","Холера Горячих Источников",active,10,/skill1164.webp
4553-spa-disease-c,"Hot Springs Flu","Грипп Горячих Источников",active,10,/skill1164.webp
4554-spa-disease-d,"Hot Spring Malaria","Малярия Горячих Источников",active,10,/skill1164.webp
4555-mutant-resisting,"NPC Resist Mutant","NPC: Сопротивление Мутации",passive,1,/skill0000.webp
4556-dispel-spa-disease-ad,"Dispel Hot Spring Disease A_D","Вылечить Болезнь Горячих Источников A_D",active,1,/skill0000.webp
